//ShopTab,ITEMType,Slot
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_ETC_02,2
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_POTION_SPEED_05,13
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_POTION_SPEED_11,14
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_01,3
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_02,4
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_03,5
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_04,6
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_05,7
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_06,8
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_07,9
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_08,10
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_09,11
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_10,12
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_RONDO_01,15
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_RONDO_02,16
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_MK_MATERIAL_01,0
STORE_EU_ACCESSORY_TAB3,ITEM_ETC_TRADE_MATERIAL_DESTROYSTONE,1
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_01_AA_A,12
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_01_BA_A,6
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_01_CA_A,0
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_01_FA_A,15
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_01_LA_A,9
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_01_SA_A,3
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_02_AA_A,13
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_02_BA_A,7
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_02_CA_A,1
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_02_FA_A,16
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_02_LA_A,10
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_02_SA_A,4
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_AA_A,14
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_BA_A,8
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_CA_A,2
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_FA_A,17
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_LA_A,11
STORE_EU_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_SA_A,5
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_01_AA_A,12
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_01_BA_A,6
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_01_CA_A,0
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_01_FA_A,15
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_01_LA_A,9
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_01_SA_A,3
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_02_AA_A,13
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_02_BA_A,7
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_02_CA_A,1
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_02_FA_A,16
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_02_LA_A,10
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_02_SA_A,4
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_AA_A,14
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_BA_A,8
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_CA_A,2
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_FA_A,17
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_LA_A,11
STORE_EU_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_SA_A,5
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_01_AA_A,12
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_01_BA_A,6
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_01_CA_A,0
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_01_FA_A,15
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_01_LA_A,9
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_01_SA_A,3
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_02_AA_A,13
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_02_BA_A,7
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_02_CA_A,1
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_02_FA_A,16
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_02_LA_A,10
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_02_SA_A,4
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_AA_A,14
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_BA_A,8
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_CA_A,2
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_FA_A,17
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_LA_A,11
STORE_EU_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_SA_A,5
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_01_AA_A,12
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_01_BA_A,6
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_01_CA_A,0
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_01_FA_A,15
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_01_LA_A,9
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_01_SA_A,3
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_02_AA_A,13
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_02_BA_A,7
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_02_CA_A,1
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_02_FA_A,16
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_02_LA_A,10
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_02_SA_A,4
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_AA_A,14
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_BA_A,8
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_CA_A,2
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_FA_A,17
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_LA_A,11
STORE_EU_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_SA_A,5
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_01_AA_A,12
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_01_BA_A,6
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_01_CA_A,0
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_01_FA_A,15
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_01_LA_A,9
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_01_SA_A,3
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_02_AA_A,13
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_02_BA_A,7
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_02_CA_A,1
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_02_FA_A,16
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_02_LA_A,10
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_02_SA_A,4
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_AA_A,14
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_BA_A,8
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_CA_A,2
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_FA_A,17
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_LA_A,11
STORE_EU_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_SA_A,5
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_01_AA_A,12
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_01_BA_A,6
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_01_CA_A,0
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_01_FA_A,15
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_01_LA_A,9
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_01_SA_A,3
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_02_AA_A,13
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_02_BA_A,7
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_02_CA_A,1
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_02_FA_A,16
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_02_LA_A,10
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_02_SA_A,4
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_AA_A,14
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_BA_A,8
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_CA_A,2
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_FA_A,17
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_LA_A,11
STORE_EU_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_SA_A,5
STORE_EU_GUILD_TAB1,ITEM_ETC_GUILD_CREST_DELETE,1
STORE_EU_GUILD_TAB1,ITEM_ETC_GUILD_CREST_USER,0
STORE_EU_GUILD_TAB1,ITEM_ETC_UNION_CREST_DELETE,3
STORE_EU_GUILD_TAB1,ITEM_ETC_UNION_CREST_USER,2
STORE_EU_GUILD_TAB3,ITEM_ETC_GUILD_RECALL,0
STORE_EU_HONOR_TAB1,ITEM_CH_BLADE_08_A_RARE_HONOR,0
STORE_EU_HONOR_TAB1,ITEM_CH_BLADE_08_B_RARE_HONOR,1
STORE_EU_HONOR_TAB1,ITEM_CH_BLADE_08_C_RARE_HONOR,2
STORE_EU_HONOR_TAB1,ITEM_CH_BLADE_09_A_RARE_HONOR,3
STORE_EU_HONOR_TAB1,ITEM_CH_BLADE_09_B_RARE_HONOR,4
STORE_EU_HONOR_TAB1,ITEM_CH_BLADE_09_C_RARE_HONOR,5
STORE_EU_HONOR_TAB1,ITEM_CH_BOW_08_A_RARE_HONOR,6
STORE_EU_HONOR_TAB1,ITEM_CH_BOW_08_B_RARE_HONOR,7
STORE_EU_HONOR_TAB1,ITEM_CH_BOW_08_C_RARE_HONOR,8
STORE_EU_HONOR_TAB1,ITEM_CH_BOW_09_A_RARE_HONOR,9
STORE_EU_HONOR_TAB1,ITEM_CH_BOW_09_B_RARE_HONOR,10
STORE_EU_HONOR_TAB1,ITEM_CH_BOW_09_C_RARE_HONOR,11
STORE_EU_HONOR_TAB1,ITEM_CH_SPEAR_08_A_RARE_HONOR,12
STORE_EU_HONOR_TAB1,ITEM_CH_SPEAR_08_B_RARE_HONOR,13
STORE_EU_HONOR_TAB1,ITEM_CH_SPEAR_08_C_RARE_HONOR,14
STORE_EU_HONOR_TAB1,ITEM_CH_SPEAR_09_A_RARE_HONOR,15
STORE_EU_HONOR_TAB1,ITEM_CH_SPEAR_09_B_RARE_HONOR,16
STORE_EU_HONOR_TAB1,ITEM_CH_SPEAR_09_C_RARE_HONOR,17
STORE_EU_HONOR_TAB1,ITEM_CH_SWORD_08_A_RARE_HONOR,18
STORE_EU_HONOR_TAB1,ITEM_CH_SWORD_08_B_RARE_HONOR,19
STORE_EU_HONOR_TAB1,ITEM_CH_SWORD_08_C_RARE_HONOR,20
STORE_EU_HONOR_TAB1,ITEM_CH_SWORD_09_A_RARE_HONOR,21
STORE_EU_HONOR_TAB1,ITEM_CH_SWORD_09_B_RARE_HONOR,22
STORE_EU_HONOR_TAB1,ITEM_CH_SWORD_09_C_RARE_HONOR,23
STORE_EU_HONOR_TAB1,ITEM_CH_TBLADE_08_A_RARE_HONOR,24
STORE_EU_HONOR_TAB1,ITEM_CH_TBLADE_08_B_RARE_HONOR,25
STORE_EU_HONOR_TAB1,ITEM_CH_TBLADE_08_C_RARE_HONOR,26
STORE_EU_HONOR_TAB1,ITEM_CH_TBLADE_09_A_RARE_HONOR,27
STORE_EU_HONOR_TAB1,ITEM_CH_TBLADE_09_B_RARE_HONOR,28
STORE_EU_HONOR_TAB1,ITEM_CH_TBLADE_09_C_RARE_HONOR,29
STORE_EU_HONOR_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_REPAIR_08,0
STORE_EU_HONOR_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_REPAIR_09,1
STORE_EU_HUNTER_TAB1,ITEM_EU_M_TRADE_HUNTER_01,0
STORE_EU_HUNTER_TAB1,ITEM_EU_M_TRADE_HUNTER_02,1
STORE_EU_HUNTER_TAB2,ITEM_EU_F_TRADE_HUNTER_01,0
STORE_EU_HUNTER_TAB2,ITEM_EU_F_TRADE_HUNTER_02,1
STORE_EU_NEW_TRADE_HUNTER_TAB1,ITEM_EU_M_NEW_TRADE_HUNTER_01,0
STORE_EU_NEW_TRADE_HUNTER_TAB1,ITEM_EU_W_NEW_TRADE_HUNTER_01,1
STORE_EU_NEW_TRADE_THIEF_TAB1,ITEM_EU_M_NEW_TRADE_THIEF_01,0
STORE_EU_NEW_TRADE_THIEF_TAB1,ITEM_EU_W_NEW_TRADE_THIEF_01,1
STORE_EU_POTION_TAB1,ITEM_ETC_CURE_ALL_01,10
STORE_EU_POTION_TAB1,ITEM_ETC_CURE_ALL_02,11
STORE_EU_POTION_TAB1,ITEM_ETC_CURE_ALL_03,12
STORE_EU_POTION_TAB1,ITEM_ETC_CURE_ALL_04,13
STORE_EU_POTION_TAB1,ITEM_ETC_CURE_ALL_05,14
STORE_EU_POTION_TAB1,ITEM_ETC_CURE_RANDOM_01,15
STORE_EU_POTION_TAB1,ITEM_ETC_CURE_RANDOM_02,16
STORE_EU_POTION_TAB1,ITEM_ETC_CURE_RANDOM_03,17
STORE_EU_POTION_TAB1,ITEM_ETC_CURE_RANDOM_04,18
STORE_EU_POTION_TAB1,ITEM_ETC_DETECT_01,19
STORE_EU_POTION_TAB1,ITEM_ETC_DETECT_02,20
STORE_EU_POTION_TAB1,ITEM_ETC_DETECT_03,21
STORE_EU_POTION_TAB1,ITEM_ETC_DETECT_04,22
STORE_EU_POTION_TAB1,ITEM_ETC_HP_POTION_01,0
STORE_EU_POTION_TAB1,ITEM_ETC_HP_POTION_02,1
STORE_EU_POTION_TAB1,ITEM_ETC_HP_POTION_03,2
STORE_EU_POTION_TAB1,ITEM_ETC_HP_POTION_04,3
STORE_EU_POTION_TAB1,ITEM_ETC_HP_POTION_05,4
STORE_EU_POTION_TAB1,ITEM_ETC_MP_POTION_01,5
STORE_EU_POTION_TAB1,ITEM_ETC_MP_POTION_02,6
STORE_EU_POTION_TAB1,ITEM_ETC_MP_POTION_03,7
STORE_EU_POTION_TAB1,ITEM_ETC_MP_POTION_04,8
STORE_EU_POTION_TAB1,ITEM_ETC_MP_POTION_05,9
STORE_EU_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_01,23
STORE_EU_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_02,24
STORE_EU_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_03,25
STORE_EU_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_04,26
STORE_EU_SMITH_TAB1,ITEM_EU_AXE_01_A,9
STORE_EU_SMITH_TAB1,ITEM_EU_AXE_02_A,10
STORE_EU_SMITH_TAB1,ITEM_EU_AXE_03_A,11
STORE_EU_SMITH_TAB1,ITEM_EU_CROSSBOW_01_A,12
STORE_EU_SMITH_TAB1,ITEM_EU_CROSSBOW_02_A,13
STORE_EU_SMITH_TAB1,ITEM_EU_CROSSBOW_03_A,14
STORE_EU_SMITH_TAB1,ITEM_EU_DAGGER_01_A,0
STORE_EU_SMITH_TAB1,ITEM_EU_DAGGER_02_A,1
STORE_EU_SMITH_TAB1,ITEM_EU_DAGGER_03_A,2
STORE_EU_SMITH_TAB1,ITEM_EU_DARKSTAFF_01_A,15
STORE_EU_SMITH_TAB1,ITEM_EU_DARKSTAFF_02_A,16
STORE_EU_SMITH_TAB1,ITEM_EU_DARKSTAFF_03_A,17
STORE_EU_SMITH_TAB1,ITEM_EU_HARP_01_A,21
STORE_EU_SMITH_TAB1,ITEM_EU_HARP_02_A,22
STORE_EU_SMITH_TAB1,ITEM_EU_HARP_03_A,23
STORE_EU_SMITH_TAB1,ITEM_EU_STAFF_01_A,24
STORE_EU_SMITH_TAB1,ITEM_EU_STAFF_02_A,25
STORE_EU_SMITH_TAB1,ITEM_EU_STAFF_03_A,26
STORE_EU_SMITH_TAB1,ITEM_EU_SWORD_01_A,3
STORE_EU_SMITH_TAB1,ITEM_EU_SWORD_02_A,4
STORE_EU_SMITH_TAB1,ITEM_EU_SWORD_03_A,5
STORE_EU_SMITH_TAB1,ITEM_EU_TSTAFF_01_A,18
STORE_EU_SMITH_TAB1,ITEM_EU_TSTAFF_02_A,19
STORE_EU_SMITH_TAB1,ITEM_EU_TSTAFF_03_A,20
STORE_EU_SMITH_TAB1,ITEM_EU_TSWORD_01_A,6
STORE_EU_SMITH_TAB1,ITEM_EU_TSWORD_02_A,7
STORE_EU_SMITH_TAB1,ITEM_EU_TSWORD_03_A,8
STORE_EU_SMITH_TAB2,ITEM_EU_SHIELD_01_A,0
STORE_EU_SMITH_TAB2,ITEM_EU_SHIELD_02_A,1
STORE_EU_SMITH_TAB2,ITEM_EU_SHIELD_03_A,2
STORE_EU_SMITH_TAB3,ITEM_ETC_AMMO_BOLT_01,0
STORE_EU_SPECIAL_TAB1,ITEM_ETC_TRADE_EU_01,0
STORE_EU_SPECIAL_TAB1,ITEM_ETC_TRADE_EU_02,1
STORE_EU_SPECIAL_TAB1,ITEM_ETC_TRADE_EU_03,2
STORE_EU_SPECIAL_TAB1,ITEM_ETC_TRADE_EU_04,3
STORE_EU_STABLE_TAB1,ITEM_COS_C_DHORSE1,3
STORE_EU_STABLE_TAB1,ITEM_COS_C_DHORSE2,4
STORE_EU_STABLE_TAB1,ITEM_COS_C_DHORSE3,5
STORE_EU_STABLE_TAB1,ITEM_COS_C_HORSE1,0
STORE_EU_STABLE_TAB1,ITEM_COS_C_HORSE2,1
STORE_EU_STABLE_TAB1,ITEM_COS_C_HORSE3,2
STORE_EU_STABLE_TAB3,ITEM_COS_P_FLUTE,0
STORE_EU_STABLE_TAB4,ITEM_COS_P_CURE_ALL_01,4
STORE_EU_STABLE_TAB4,ITEM_COS_P_CURE_ALL_02,5
STORE_EU_STABLE_TAB4,ITEM_COS_P_HGP_POTION_01,3
STORE_EU_STABLE_TAB4,ITEM_COS_P_REVIVAL,2
STORE_EU_STABLE_TAB4,ITEM_ETC_COS_HP_POTION_01,0
STORE_EU_STABLE_TAB4,ITEM_ETC_COS_HP_POTION_02,1
STORE_EU_STABLE_TAB4,ITEM_ETC_COS_HP_POTION_03,6
STORE_EU_TRADER_TAB1,ITEM_EU_M_TRADE_TRADER_01,0
STORE_EU_TRADER_TAB1,ITEM_EU_M_TRADE_TRADER_02,1
STORE_EU_TRADER_TAB2,ITEM_EU_F_TRADE_TRADER_01,0
STORE_EU_TRADER_TAB2,ITEM_EU_F_TRADE_TRADER_02,1
STORE_HT_BATTLEAIDE_TAB1,ITEM_COS_GUARD_IS_CAKRAM_01,3
STORE_HT_BATTLEAIDE_TAB1,ITEM_COS_GUARD_IS_CAKRAM_02,2
STORE_HT_BATTLEAIDE_TAB1,ITEM_COS_GUARD_IS_DAGGER_01,1
STORE_HT_BATTLEAIDE_TAB1,ITEM_COS_GUARD_IS_DAGGER_02,0
STORE_JA_BATTLEAIDE_TAB1,ITEM_COS_GUARD_CH_BOW_01,2
STORE_JA_BATTLEAIDE_TAB1,ITEM_COS_GUARD_CH_BOW_02,3
STORE_JA_BATTLEAIDE_TAB1,ITEM_COS_GUARD_CH_SPEAR_01,0
STORE_JA_BATTLEAIDE_TAB1,ITEM_COS_GUARD_CH_SPEAR_02,1
STORE_JOB_STATUE_HUNTER_TAB1,ITEM_TRADE_HUNTER_WEAPON_A,0
STORE_JOB_STATUE_HUNTER_TAB1,ITEM_TRADE_HUNTER_WEAPON_B,1
STORE_JOB_STATUE_HUNTER_TAB1,ITEM_TRADE_HUNTER_WEAPON_C,2
STORE_JOB_STATUE_HUNTER_TAB1,ITEM_TRADE_HUNTER_WEAPON_D,3
STORE_JOB_STATUE_HUNTER_TAB1,ITEM_TRADE_HUNTER_WEAPON_E,4
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_ARMOR_A,0
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_ARMOR_B,1
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_ARMOR_C,2
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_ARMOR_D,3
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_ARMOR_E,4
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_GLOVE_A,20
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_GLOVE_B,21
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_GLOVE_C,22
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_GLOVE_D,23
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_GLOVE_E,24
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_HAT_A,10
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_HAT_B,11
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_HAT_C,12
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_HAT_D,13
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_HAT_E,14
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_PANTS_A,5
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_PANTS_B,6
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_PANTS_C,7
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_PANTS_D,8
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_PANTS_E,9
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_SHOES_A,25
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_SHOES_B,26
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_SHOES_C,27
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_SHOES_D,28
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_SHOES_E,29
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_SHOULDER_A,15
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_SHOULDER_B,16
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_SHOULDER_C,17
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_SHOULDER_D,18
STORE_JOB_STATUE_HUNTER_TAB2,ITEM_TRADE_HUNTER_SHOULDER_E,19
STORE_JOB_STATUE_HUNTER_TAB3,ITEM_TRADE_HUNTER_EARRING_A,5
STORE_JOB_STATUE_HUNTER_TAB3,ITEM_TRADE_HUNTER_EARRING_B,6
STORE_JOB_STATUE_HUNTER_TAB3,ITEM_TRADE_HUNTER_EARRING_C,7
STORE_JOB_STATUE_HUNTER_TAB3,ITEM_TRADE_HUNTER_EARRING_D,8
STORE_JOB_STATUE_HUNTER_TAB3,ITEM_TRADE_HUNTER_EARRING_E,9
STORE_JOB_STATUE_HUNTER_TAB3,ITEM_TRADE_HUNTER_NECKLACE_A,10
STORE_JOB_STATUE_HUNTER_TAB3,ITEM_TRADE_HUNTER_NECKLACE_B,11
STORE_JOB_STATUE_HUNTER_TAB3,ITEM_TRADE_HUNTER_NECKLACE_C,12
STORE_JOB_STATUE_HUNTER_TAB3,ITEM_TRADE_HUNTER_NECKLACE_D,13
STORE_JOB_STATUE_HUNTER_TAB3,ITEM_TRADE_HUNTER_NECKLACE_E,14
STORE_JOB_STATUE_HUNTER_TAB3,ITEM_TRADE_HUNTER_RING_A,0
STORE_JOB_STATUE_HUNTER_TAB3,ITEM_TRADE_HUNTER_RING_B,1
STORE_JOB_STATUE_HUNTER_TAB3,ITEM_TRADE_HUNTER_RING_C,2
STORE_JOB_STATUE_HUNTER_TAB3,ITEM_TRADE_HUNTER_RING_D,3
STORE_JOB_STATUE_HUNTER_TAB3,ITEM_TRADE_HUNTER_RING_E,4
STORE_JOB_STATUE_OTHER_TAB1,ITEM_TRADE_MAGICRUNE_HP_3_A,10
STORE_JOB_STATUE_OTHER_TAB1,ITEM_TRADE_MAGICRUNE_HP_3_B,11
STORE_JOB_STATUE_OTHER_TAB1,ITEM_TRADE_MAGICRUNE_HP_3_C,12
STORE_JOB_STATUE_OTHER_TAB1,ITEM_TRADE_MAGICRUNE_HP_3_D,13
STORE_JOB_STATUE_OTHER_TAB1,ITEM_TRADE_MAGICRUNE_HP_3_E,14
STORE_JOB_STATUE_OTHER_TAB1,ITEM_TRADE_MAGICRUNE_INT_3_A,5
STORE_JOB_STATUE_OTHER_TAB1,ITEM_TRADE_MAGICRUNE_INT_3_B,6
STORE_JOB_STATUE_OTHER_TAB1,ITEM_TRADE_MAGICRUNE_INT_3_C,7
STORE_JOB_STATUE_OTHER_TAB1,ITEM_TRADE_MAGICRUNE_INT_3_D,8
