//ID,Type,Name,CastTime,Cooldown,MP
F9220000,SKILL_EU_WARRIOR_TWOHANDA_RISING_A_18,Turn Rising,1600,4000,337
FA220000,SKILL_EU_WARRIOR_TWOHANDA_RISING_A_19,Turn Rising,1600,4000,380
FB220000,SKILL_EU_WARRIOR_TWOHANDA_RISING_A_20,Turn Rising,1600,4000,427
FC220000,SKILL_EU_WARRIOR_TWOHANDA_RISING_A_21,Turn Rising,1600,4000,480
FD220000,SKILL_EU_WARRIOR_TWOHANDA_RISING_A_22,Turn Rising,1600,4000,539
FE220000,SKILL_EU_WARRIOR_TWOHANDA_RISING_A_23,Turn Rising,1600,4000,604
FF220000,SKILL_EU_WARRIOR_TWOHANDA_RISING_A_24,Turn Rising,1600,4000,676
00230000,SKILL_EU_WARRIOR_TWOHANDA_RISING_A_25,Turn Rising,1600,4000,756
01230000,SKILL_EU_WARRIOR_TWOHANDA_RISING_A_26,Turn Rising,1600,4000,845
02230000,SKILL_EU_WARRIOR_TWOHANDA_RISING_A_27,Turn Rising,1600,4000,943
03230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A_01,Charge Swing,1380,4000,65
04230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A_02,Charge Swing,1380,4000,78
05230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A_03,Charge Swing,1380,4000,92
06230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A_04,Charge Swing,1380,4000,108
07230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A_05,Charge Swing,1380,4000,126
08230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A_06,Charge Swing,1380,4000,147
09230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A_07,Charge Swing,1380,4000,170
0A230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A_08,Charge Swing,1380,4000,195
0B230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A_09,Charge Swing,1380,4000,224
0C230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A_10,Charge Swing,1380,4000,256
0D230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A_11,Charge Swing,1380,4000,292
0E230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A_12,Charge Swing,1380,4000,332
0F230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A2_01,Charge Swing,953,0,0
10230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A2_02,Charge Swing,953,0,0
11230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A2_03,Charge Swing,953,0,0
12230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A2_04,Charge Swing,953,0,0
13230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A2_05,Charge Swing,953,0,0
14230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A2_06,Charge Swing,953,0,0
15230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A2_07,Charge Swing,953,0,0
16230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A2_08,Charge Swing,953,0,0
17230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A2_09,Charge Swing,953,0,0
18230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A2_10,Charge Swing,953,0,0
19230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A2_11,Charge Swing,953,0,0
1A230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_A2_12,Charge Swing,953,0,0
1B230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B_01,Triple Swing,1279,4000,544
1C230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B_02,Triple Swing,1279,4000,615
1D230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B_03,Triple Swing,1279,4000,695
1E230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B_04,Triple Swing,1279,4000,783
1F230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B_05,Triple Swing,1279,4000,881
20230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B_06,Triple Swing,1279,4000,990
21230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B_07,Triple Swing,1279,4000,1111
22230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B_08,Triple Swing,1279,4000,1245
23230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B_09,Triple Swing,1279,4000,1394
24230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B_10,Triple Swing,1279,4000,1559
25230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B_11,Triple Swing,1279,4000,1741
26230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B_12,Triple Swing,1279,4000,1943
27230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B_13,Triple Swing,1279,4000,2167
28230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B2_01,Triple Swing,871,0,0
29230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B2_02,Triple Swing,871,0,0
2A230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B2_03,Triple Swing,871,0,0
2B230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B2_04,Triple Swing,871,0,0
2C230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B2_05,Triple Swing,871,0,0
2D230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B2_06,Triple Swing,871,0,0
2E230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B2_07,Triple Swing,871,0,0
2F230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B2_08,Triple Swing,871,0,0
30230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B2_09,Triple Swing,871,0,0
31230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B2_10,Triple Swing,871,0,0
32230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B2_11,Triple Swing,871,0,0
33230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B2_12,Triple Swing,871,0,0
34230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B2_13,Triple Swing,871,0,0
35230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B3_01,Triple Swing,1016,0,0
36230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B3_02,Triple Swing,1016,0,0
37230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B3_03,Triple Swing,1016,0,0
38230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B3_04,Triple Swing,1016,0,0
39230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B3_05,Triple Swing,1016,0,0
3A230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B3_06,Triple Swing,1016,0,0
3B230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B3_07,Triple Swing,1016,0,0
3C230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B3_08,Triple Swing,1016,0,0
3D230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B3_09,Triple Swing,1016,0,0
3E230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B3_10,Triple Swing,1016,0,0
3F230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B3_11,Triple Swing,1016,0,0
40230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B3_12,Triple Swing,1016,0,0
41230000,SKILL_EU_WARRIOR_TWOHANDA_CHARGE_B3_13,Triple Swing,1016,0,0
42230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_A_01,Maddening,1170,4000,377
43230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_A_02,Maddening,1170,4000,436
44230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_A_03,Maddening,1170,4000,502
45230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_A_04,Maddening,1170,4000,576
46230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_A_05,Maddening,1170,4000,658
47230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_A_06,Maddening,1170,4000,751
48230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_A_07,Maddening,1170,4000,854
49230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_A_08,Maddening,1170,4000,969
4A230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_A_09,Maddening,1170,4000,1097
4B230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B_01,Dare Devil,880,5000,1311
4C230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B_02,Dare Devil,880,5000,1476
4D230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B_03,Dare Devil,880,5000,1660
4E230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B_04,Dare Devil,880,5000,1864
4F230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B_05,Dare Devil,880,5000,2090
50230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B_06,Dare Devil,880,5000,2341
51230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B_07,Dare Devil,880,5000,2619
52230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B_08,Dare Devil,880,5000,2927
53230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B_09,Dare Devil,880,5000,3268
54230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B_10,Dare Devil,880,5000,3645
55230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B_11,Dare Devil,880,5000,4063
56230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B2_01,Dare Devil,946,0,0
57230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B2_02,Dare Devil,946,0,0
58230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B2_03,Dare Devil,946,0,0
59230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B2_04,Dare Devil,946,0,0
5A230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B2_05,Dare Devil,946,0,0
5B230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B2_06,Dare Devil,946,0,0
5C230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B2_07,Dare Devil,946,0,0
5D230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B2_08,Dare Devil,946,0,0
5E230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B2_09,Dare Devil,946,0,0
5F230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B2_10,Dare Devil,946,0,0
60230000,SKILL_EU_WARRIOR_TWOHANDA_CRY_B2_11,Dare Devil,946,0,0
61230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_01,Warcry,1166,20000,11
62230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_02,Warcry,1166,20000,14
63230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_03,Warcry,1166,20000,19
64230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_04,Warcry,1166,20000,24
65230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_05,Warcry,1166,20000,31
66230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_06,Warcry,1166,20000,39
67230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_07,Warcry,1166,20000,48
68230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_08,Warcry,1166,20000,59
69230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_09,Warcry,1166,20000,72
6A230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_10,Warcry,1166,20000,88
6B230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_11,Warcry,1166,20000,106
6C230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_12,Warcry,1166,20000,127
6D230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_13,Warcry,1166,20000,152
6E230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_14,Warcry,1166,20000,182
6F230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_15,Warcry,1166,20000,216
70230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_16,Warcry,1166,20000,256
71230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_17,Warcry,1166,20000,303
72230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_18,Warcry,1166,20000,358
73230000,SKILL_EU_WARRIOR_FRENZYA_DAMAGE_A_19,Warcry,1166,20000,421
74230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_01,Dual Arms,0,0,0
75230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_02,Dual Arms,0,0,0
76230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_03,Dual Arms,0,0,0
77230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_04,Dual Arms,0,0,0
78230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_05,Dual Arms,0,0,0
79230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_06,Dual Arms,0,0,0
7A230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_07,Dual Arms,0,0,0
7B230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_08,Dual Arms,0,0,0
7C230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_09,Dual Arms,0,0,0
7D230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_10,Dual Arms,0,0,0
7E230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_11,Dual Arms,0,0,0
7F230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_12,Dual Arms,0,0,0
80230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_13,Dual Arms,0,0,0
81230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_14,Dual Arms,0,0,0
82230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_15,Dual Arms,0,0,0
83230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_16,Dual Arms,0,0,0
84230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_17,Dual Arms,0,0,0
85230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_18,Dual Arms,0,0,0
86230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_19,Dual Arms,0,0,0
87230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_20,Dual Arms,0,0,0
88230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_21,Dual Arms,0,0,0
89230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_22,Dual Arms,0,0,0
8A230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_23,Dual Arms,0,0,0
8B230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_24,Dual Arms,0,0,0
8C230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_25,Dual Arms,0,0,0
8D230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_26,Dual Arms,0,0,0
8E230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_27,Dual Arms,0,0,0
8F230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_28,Dual Arms,0,0,0
90230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_29,Dual Arms,0,0,0
91230000,SKILL_EU_WARRIOR_DUALP_ATTACK_A_30,Dual Arms,0,0,0
92230000,SKILL_EU_WARRIOR_DUALP_HITRATE_A_01,Accuracy,0,0,0
93230000,SKILL_EU_WARRIOR_DUALP_HITRATE_A_02,Accuracy,0,0,0
94230000,SKILL_EU_WARRIOR_DUALP_HITRATE_A_03,Accuracy,0,0,0
95230000,SKILL_EU_WARRIOR_DUALP_HITRATE_A_04,Accuracy,0,0,0
96230000,SKILL_EU_WARRIOR_DUALP_HITRATE_A_05,Accuracy,0,0,0
97230000,SKILL_EU_WARRIOR_DUALP_HITRATE_A_06,Accuracy,0,0,0
98230000,SKILL_EU_WARRIOR_DUALP_HITRATE_A_07,Accuracy,0,0,0
99230000,SKILL_EU_WARRIOR_DUALP_HITRATE_A_08,Accuracy,0,0,0
9A230000,SKILL_EU_WARRIOR_DUALP_HITRATE_A_09,Accuracy,0,0,0
9B230000,SKILL_EU_WARRIOR_DUALP_HITRATE_A_10,Accuracy,0,0,0
9C230000,SKILL_EU_WARRIOR_DUALP_HITRATE_A_11,Accuracy,0,0,0
9D230000,SKILL_EU_WARRIOR_DUALP_ABNORMAL_A_01,Protection,0,0,0
9E230000,SKILL_EU_WARRIOR_DUALP_ABNORMAL_A_02,Protection,0,0,0
9F230000,SKILL_EU_WARRIOR_DUALP_ABNORMAL_A_03,Protection,0,0,0
A0230000,SKILL_EU_WARRIOR_DUALP_ABNORMAL_A_04,Protection,0,0,0
A1230000,SKILL_EU_WARRIOR_DUALP_ABNORMAL_A_05,Protection,0,0,0
A2230000,SKILL_EU_WARRIOR_DUALP_ABNORMAL_A_06,Protection,0,0,0
A3230000,SKILL_EU_WARRIOR_DUALP_ABNORMAL_A_07,Protection,0,0,0
A4230000,SKILL_EU_WARRIOR_DUALP_ABNORMAL_A_08,Protection,0,0,0
A5230000,SKILL_EU_WARRIOR_DUALP_ABNORMAL_A_09,Protection,0,0,0
A6230000,SKILL_EU_WARRIOR_DUALP_ABNORMAL_A_10,Protection,0,0,0
A7230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_01,Dual Defense,0,0,0
A8230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_02,Dual Defense,0,0,0
A9230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_03,Dual Defense,0,0,0
AA230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_04,Dual Defense,0,0,0
AB230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_05,Dual Defense,0,0,0
AC230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_06,Dual Defense,0,0,0
AD230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_07,Dual Defense,0,0,0
AE230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_08,Dual Defense,0,0,0
AF230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_09,Dual Defense,0,0,0
B0230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_10,Dual Defense,0,0,0
B1230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_11,Dual Defense,0,0,0
B2230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_12,Dual Defense,0,0,0
B3230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_13,Dual Defense,0,0,0
B4230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_14,Dual Defense,0,0,0
B5230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_15,Dual Defense,0,0,0
B6230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_16,Dual Defense,0,0,0
B7230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_17,Dual Defense,0,0,0
B8230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_18,Dual Defense,0,0,0
B9230000,SKILL_EU_WARRIOR_FRENZYA_DEFENSE_A_19,Dual Defense,0,0,0
BA230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_01,Down Cross,715,2466,14
BB230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_02,Down Cross,715,2466,18
BC230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_03,Down Cross,715,2466,22
BD230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_04,Down Cross,715,2466,27
BE230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_05,Down Cross,715,2466,33
BF230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_06,Down Cross,715,2466,39
C0230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_07,Down Cross,715,2466,47
C1230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_08,Down Cross,715,2466,55
C2230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_09,Down Cross,715,2466,64
C3230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_10,Down Cross,715,2466,74
C4230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_11,Down Cross,715,2466,86
C5230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_12,Down Cross,715,2466,99
C6230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_13,Down Cross,715,2466,113
C7230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_14,Down Cross,715,2466,129
C8230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_15,Down Cross,715,2466,148
C9230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_16,Down Cross,715,2466,168
CA230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_17,Down Cross,715,2466,190
CB230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_18,Down Cross,715,2466,216
CC230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_19,Down Cross,715,2466,244
CD230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_20,Down Cross,715,2466,275
CE230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_21,Down Cross,715,2466,310
CF230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_22,Down Cross,715,2466,348
D0230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_23,Down Cross,715,2466,391
D1230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_24,Down Cross,715,2466,438
D2230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_25,Down Cross,715,2466,491
D3230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_26,Down Cross,715,2466,549
D4230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_27,Down Cross,715,2466,614
D5230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_28,Down Cross,715,2466,685
D6230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_29,Down Cross,715,2466,765
D7230000,SKILL_EU_WARRIOR_DUALA_CROSS_A_30,Down Cross,715,2466,852
D8230000,SKILL_EU_WARRIOR_DUALA_TWIST_A_01,Double Twist,702,6000,45
D9230000,SKILL_EU_WARRIOR_DUALA_TWIST_A_02,Double Twist,702,6000,55
DA230000,SKILL_EU_WARRIOR_DUALA_TWIST_A_03,Double Twist,702,6000,67
DB230000,SKILL_EU_WARRIOR_DUALA_TWIST_A_04,Double Twist,702,6000,81
DC230000,SKILL_EU_WARRIOR_DUALA_TWIST_A_05,Double Twist,702,6000,96
DD230000,SKILL_EU_WARRIOR_DUALA_TWIST_A_06,Double Twist,702,6000,113
DE230000,SKILL_EU_WARRIOR_DUALA_TWIST_A_07,Double Twist,702,6000,132
DF230000,SKILL_EU_WARRIOR_DUALA_TWIST_A_08,Double Twist,702,6000,154
E0230000,SKILL_EU_WARRIOR_DUALA_TWIST_A_09,Double Twist,702,6000,179
E1230000,SKILL_EU_WARRIOR_DUALA_TWIST_A_10,Double Twist,702,6000,206
E2230000,SKILL_EU_WARRIOR_DUALA_TWIST_A_11,Double Twist,702,6000,237
E3230000,SKILL_EU_WARRIOR_DUALA_TWIST_A_12,Double Twist,702,6000,271
E4230000,SKILL_EU_WARRIOR_DUALA_TWIST_A2_01,Double Twist,716,0,0
E5230000,SKILL_EU_WARRIOR_DUALA_TWIST_A2_02,Double Twist,716,0,0
E6230000,SKILL_EU_WARRIOR_DUALA_TWIST_A2_03,Double Twist,716,0,0
E7230000,SKILL_EU_WARRIOR_DUALA_TWIST_A2_04,Double Twist,716,0,0
E8230000,SKILL_EU_WARRIOR_DUALA_TWIST_A2_05,Double Twist,716,0,0
E9230000,SKILL_EU_WARRIOR_DUALA_TWIST_A2_06,Double Twist,716,0,0
EA230000,SKILL_EU_WARRIOR_DUALA_TWIST_A2_07,Double Twist,716,0,0
EB230000,SKILL_EU_WARRIOR_DUALA_TWIST_A2_08,Double Twist,716,0,0
EC230000,SKILL_EU_WARRIOR_DUALA_TWIST_A2_09,Double Twist,716,0,0
ED230000,SKILL_EU_WARRIOR_DUALA_TWIST_A2_10,Double Twist,716,0,0
EE230000,SKILL_EU_WARRIOR_DUALA_TWIST_A2_11,Double Twist,716,0,0
EF230000,SKILL_EU_WARRIOR_DUALA_TWIST_A2_12,Double Twist,716,0,0
F0230000,SKILL_EU_WARRIOR_DUALA_TWIST_B_01,Sudden Twist,732,6000,105
F1230000,SKILL_EU_WARRIOR_DUALA_TWIST_B_02,Sudden Twist,732,6000,143
F2230000,SKILL_EU_WARRIOR_DUALA_TWIST_B_03,Sudden Twist,732,6000,271
F3230000,SKILL_EU_WARRIOR_DUALA_TWIST_B_04,Sudden Twist,732,6000,430
F4230000,SKILL_EU_WARRIOR_DUALA_TWIST_B_05,Sudden Twist,732,6000,625
F5230000,SKILL_EU_WARRIOR_DUALA_TWIST_B_06,Sudden Twist,732,6000,783
F6230000,SKILL_EU_WARRIOR_DUALA_TWIST_B_07,Sudden Twist,732,6000,882
F7230000,SKILL_EU_WARRIOR_DUALA_TWIST_B_08,Sudden Twist,732,6000,991
F8230000,SKILL_EU_WARRIOR_DUALA_TWIST_B_09,Sudden Twist,732,6000,1113
F9230000,SKILL_EU_WARRIOR_DUALA_TWIST_B_10,Sudden Twist,732,6000,1248
FA230000,SKILL_EU_WARRIOR_DUALA_TWIST_B_11,Sudden Twist,732,6000,1398
FB230000,SKILL_EU_WARRIOR_DUALA_TWIST_B_12,Sudden Twist,732,6000,1564
FC230000,SKILL_EU_WARRIOR_DUALA_TWIST_B_13,Sudden Twist,732,6000,1748
FD230000,SKILL_EU_WARRIOR_DUALA_TWIST_B_14,Sudden Twist,732,6000,1952
FE230000,SKILL_EU_WARRIOR_DUALA_TWIST_B_15,Sudden Twist,732,6000,2178
FF230000,SKILL_EU_WARRIOR_DUALA_TWIST_B2_01,Sudden Twist,781,0,0
00240000,SKILL_EU_WARRIOR_DUALA_TWIST_B2_02,Sudden Twist,781,0,0
01240000,SKILL_EU_WARRIOR_DUALA_TWIST_B2_03,Sudden Twist,781,0,0
02240000,SKILL_EU_WARRIOR_DUALA_TWIST_B2_04,Sudden Twist,781,0,0
03240000,SKILL_EU_WARRIOR_DUALA_TWIST_B2_05,Sudden Twist,781,0,0
04240000,SKILL_EU_WARRIOR_DUALA_TWIST_B2_06,Sudden Twist,781,0,0
05240000,SKILL_EU_WARRIOR_DUALA_TWIST_B2_07,Sudden Twist,781,0,0
06240000,SKILL_EU_WARRIOR_DUALA_TWIST_B2_08,Sudden Twist,781,0,0
07240000,SKILL_EU_WARRIOR_DUALA_TWIST_B2_09,Sudden Twist,781,0,0
08240000,SKILL_EU_WARRIOR_DUALA_TWIST_B2_10,Sudden Twist,781,0,0
09240000,SKILL_EU_WARRIOR_DUALA_TWIST_B2_11,Sudden Twist,781,0,0
0A240000,SKILL_EU_WARRIOR_DUALA_TWIST_B2_12,Sudden Twist,781,0,0
0B240000,SKILL_EU_WARRIOR_DUALA_TWIST_B2_13,Sudden Twist,781,0,0
0C240000,SKILL_EU_WARRIOR_DUALA_TWIST_B2_14,Sudden Twist,781,0,0
0D240000,SKILL_EU_WARRIOR_DUALA_TWIST_B2_15,Sudden Twist,781,0,0
0E240000,SKILL_EU_WARRIOR_DUALA_TWIST_B3_01,Sudden Twist,820,0,0
0F240000,SKILL_EU_WARRIOR_DUALA_TWIST_B3_02,Sudden Twist,820,0,0
10240000,SKILL_EU_WARRIOR_DUALA_TWIST_B3_03,Sudden Twist,820,0,0
11240000,SKILL_EU_WARRIOR_DUALA_TWIST_B3_04,Sudden Twist,820,0,0
12240000,SKILL_EU_WARRIOR_DUALA_TWIST_B3_05,Sudden Twist,820,0,0
13240000,SKILL_EU_WARRIOR_DUALA_TWIST_B3_06,Sudden Twist,820,0,0
