//ID,Type,Name,Level,Hp,TypeID1,TypeID2,TypeID3,TypeID4
BE470000,COS_GUILD_EU_SOLDIER3_137,Dual Warrior,137,416747,1,2,3,5
BF470000,COS_GUILD_EU_SOLDIER3_138,Dual Warrior,138,428097,1,2,3,5
C0470000,COS_GUILD_EU_SOLDIER3_139,Dual Warrior,139,439734,1,2,3,5
C1470000,COS_GUILD_EU_SOLDIER3_140,Dual Warrior,140,451665,1,2,3,5
C2470000,COS_GUILD_EU_SOLDIER4_001,Dagger Rogue,1,769,1,2,3,5
C3470000,COS_GUILD_EU_SOLDIER4_002,Dagger Rogue,2,942,1,2,3,5
C4470000,COS_GUILD_EU_SOLDIER4_003,Dagger Rogue,3,1120,1,2,3,5
C5470000,COS_GUILD_EU_SOLDIER4_004,Dagger Rogue,4,1306,1,2,3,5
C6470000,COS_GUILD_EU_SOLDIER4_005,Dagger Rogue,5,1499,1,2,3,5
C7470000,COS_GUILD_EU_SOLDIER4_006,Dagger Rogue,6,1699,1,2,3,5
C8470000,COS_GUILD_EU_SOLDIER4_007,Dagger Rogue,7,1906,1,2,3,5
C9470000,COS_GUILD_EU_SOLDIER4_008,Dagger Rogue,8,2121,1,2,3,5
CA470000,COS_GUILD_EU_SOLDIER4_009,Dagger Rogue,9,2343,1,2,3,5
CB470000,COS_GUILD_EU_SOLDIER4_010,Dagger Rogue,10,2574,1,2,3,5
CC470000,COS_GUILD_EU_SOLDIER4_011,Dagger Rogue,11,2813,1,2,3,5
CD470000,COS_GUILD_EU_SOLDIER4_012,Dagger Rogue,12,3061,1,2,3,5
CE470000,COS_GUILD_EU_SOLDIER4_013,Dagger Rogue,13,3317,1,2,3,5
CF470000,COS_GUILD_EU_SOLDIER4_014,Dagger Rogue,14,3582,1,2,3,5
D0470000,COS_GUILD_EU_SOLDIER4_015,Dagger Rogue,15,3857,1,2,3,5
D1470000,COS_GUILD_EU_SOLDIER4_016,Dagger Rogue,16,4141,1,2,3,5
D2470000,COS_GUILD_EU_SOLDIER4_017,Dagger Rogue,17,4435,1,2,3,5
D3470000,COS_GUILD_EU_SOLDIER4_018,Dagger Rogue,18,4739,1,2,3,5
D4470000,COS_GUILD_EU_SOLDIER4_019,Dagger Rogue,19,5054,1,2,3,5
D5470000,COS_GUILD_EU_SOLDIER4_020,Dagger Rogue,20,5379,1,2,3,5
D6470000,COS_GUILD_EU_SOLDIER4_021,Dagger Rogue,21,5715,1,2,3,5
D7470000,COS_GUILD_EU_SOLDIER4_022,Dagger Rogue,22,6063,1,2,3,5
D8470000,COS_GUILD_EU_SOLDIER4_023,Dagger Rogue,23,6422,1,2,3,5
D9470000,COS_GUILD_EU_SOLDIER4_024,Dagger Rogue,24,6793,1,2,3,5
DA470000,COS_GUILD_EU_SOLDIER4_025,Dagger Rogue,25,7176,1,2,3,5
DB470000,COS_GUILD_EU_SOLDIER4_026,Dagger Rogue,26,7572,1,2,3,5
DC470000,COS_GUILD_EU_SOLDIER4_027,Dagger Rogue,27,7981,1,2,3,5
DD470000,COS_GUILD_EU_SOLDIER4_028,Dagger Rogue,28,8403,1,2,3,5
DE470000,COS_GUILD_EU_SOLDIER4_029,Dagger Rogue,29,8839,1,2,3,5
DF470000,COS_GUILD_EU_SOLDIER4_030,Dagger Rogue,30,9289,1,2,3,5
E0470000,COS_GUILD_EU_SOLDIER4_031,Dagger Rogue,31,9753,1,2,3,5
E1470000,COS_GUILD_EU_SOLDIER4_032,Dagger Rogue,32,10233,1,2,3,5
E2470000,COS_GUILD_EU_SOLDIER4_033,Dagger Rogue,33,10727,1,2,3,5
E3470000,COS_GUILD_EU_SOLDIER4_034,Dagger Rogue,34,11238,1,2,3,5
E4470000,COS_GUILD_EU_SOLDIER4_035,Dagger Rogue,35,11764,1,2,3,5
E5470000,COS_GUILD_EU_SOLDIER4_036,Dagger Rogue,36,12307,1,2,3,5
E6470000,COS_GUILD_EU_SOLDIER4_037,Dagger Rogue,37,12867,1,2,3,5
E7470000,COS_GUILD_EU_SOLDIER4_038,Dagger Rogue,38,13444,1,2,3,5
E8470000,COS_GUILD_EU_SOLDIER4_039,Dagger Rogue,39,14040,1,2,3,5
E9470000,COS_GUILD_EU_SOLDIER4_040,Dagger Rogue,40,14654,1,2,3,5
EA470000,COS_GUILD_EU_SOLDIER4_041,Dagger Rogue,41,15286,1,2,3,5
EB470000,COS_GUILD_EU_SOLDIER4_042,Dagger Rogue,42,15939,1,2,3,5
EC470000,COS_GUILD_EU_SOLDIER4_043,Dagger Rogue,43,16611,1,2,3,5
ED470000,COS_GUILD_EU_SOLDIER4_044,Dagger Rogue,44,17304,1,2,3,5
EE470000,COS_GUILD_EU_SOLDIER4_045,Dagger Rogue,45,18017,1,2,3,5
EF470000,COS_GUILD_EU_SOLDIER4_046,Dagger Rogue,46,18753,1,2,3,5
F0470000,COS_GUILD_EU_SOLDIER4_047,Dagger Rogue,47,19510,1,2,3,5
F1470000,COS_GUILD_EU_SOLDIER4_048,Dagger Rogue,48,20291,1,2,3,5
F2470000,COS_GUILD_EU_SOLDIER4_049,Dagger Rogue,49,21095,1,2,3,5
F3470000,COS_GUILD_EU_SOLDIER4_050,Dagger Rogue,50,21922,1,2,3,5
F4470000,COS_GUILD_EU_SOLDIER4_051,Dagger Rogue,51,22775,1,2,3,5
F5470000,COS_GUILD_EU_SOLDIER4_052,Dagger Rogue,52,23653,1,2,3,5
F6470000,COS_GUILD_EU_SOLDIER4_053,Dagger Rogue,53,24557,1,2,3,5
F7470000,COS_GUILD_EU_SOLDIER4_054,Dagger Rogue,54,25487,1,2,3,5
F8470000,COS_GUILD_EU_SOLDIER4_055,Dagger Rogue,55,26445,1,2,3,5
F9470000,COS_GUILD_EU_SOLDIER4_056,Dagger Rogue,56,27431,1,2,3,5
FA470000,COS_GUILD_EU_SOLDIER4_057,Dagger Rogue,57,28446,1,2,3,5
FB470000,COS_GUILD_EU_SOLDIER4_058,Dagger Rogue,58,29491,1,2,3,5
FC470000,COS_GUILD_EU_SOLDIER4_059,Dagger Rogue,59,30566,1,2,3,5
FD470000,COS_GUILD_EU_SOLDIER4_060,Dagger Rogue,60,31672,1,2,3,5
FE470000,COS_GUILD_EU_SOLDIER4_061,Dagger Rogue,61,32810,1,2,3,5
FF470000,COS_GUILD_EU_SOLDIER4_062,Dagger Rogue,62,33981,1,2,3,5
00480000,COS_GUILD_EU_SOLDIER4_063,Dagger Rogue,63,35186,1,2,3,5
01480000,COS_GUILD_EU_SOLDIER4_064,Dagger Rogue,64,36426,1,2,3,5
02480000,COS_GUILD_EU_SOLDIER4_065,Dagger Rogue,65,37700,1,2,3,5
03480000,COS_GUILD_EU_SOLDIER4_066,Dagger Rogue,66,39012,1,2,3,5
04480000,COS_GUILD_EU_SOLDIER4_067,Dagger Rogue,67,40360,1,2,3,5
05480000,COS_GUILD_EU_SOLDIER4_068,Dagger Rogue,68,41748,1,2,3,5
06480000,COS_GUILD_EU_SOLDIER4_069,Dagger Rogue,69,43174,1,2,3,5
07480000,COS_GUILD_EU_SOLDIER4_070,Dagger Rogue,70,44641,1,2,3,5
08480000,COS_GUILD_EU_SOLDIER4_071,Dagger Rogue,71,46149,1,2,3,5
09480000,COS_GUILD_EU_SOLDIER4_072,Dagger Rogue,72,47699,1,2,3,5
0A480000,COS_GUILD_EU_SOLDIER4_073,Dagger Rogue,73,49294,1,2,3,5
0B480000,COS_GUILD_EU_SOLDIER4_074,Dagger Rogue,74,50932,1,2,3,5
0C480000,COS_GUILD_EU_SOLDIER4_075,Dagger Rogue,75,52617,1,2,3,5
0D480000,COS_GUILD_EU_SOLDIER4_076,Dagger Rogue,76,54349,1,2,3,5
0E480000,COS_GUILD_EU_SOLDIER4_077,Dagger Rogue,77,56129,1,2,3,5
0F480000,COS_GUILD_EU_SOLDIER4_078,Dagger Rogue,78,57958,1,2,3,5
10480000,COS_GUILD_EU_SOLDIER4_079,Dagger Rogue,79,59838,1,2,3,5
11480000,COS_GUILD_EU_SOLDIER4_080,Dagger Rogue,80,61770,1,2,3,5
12480000,COS_GUILD_EU_SOLDIER4_081,Dagger Rogue,81,63756,1,2,3,5
13480000,COS_GUILD_EU_SOLDIER4_082,Dagger Rogue,82,65796,1,2,3,5
14480000,COS_GUILD_EU_SOLDIER4_083,Dagger Rogue,83,67892,1,2,3,5
15480000,COS_GUILD_EU_SOLDIER4_084,Dagger Rogue,84,70046,1,2,3,5
16480000,COS_GUILD_EU_SOLDIER4_085,Dagger Rogue,85,72259,1,2,3,5
17480000,COS_GUILD_EU_SOLDIER4_086,Dagger Rogue,86,74532,1,2,3,5
18480000,COS_GUILD_EU_SOLDIER4_087,Dagger Rogue,87,76868,1,2,3,5
19480000,COS_GUILD_EU_SOLDIER4_088,Dagger Rogue,88,79266,1,2,3,5
1A480000,COS_GUILD_EU_SOLDIER4_089,Dagger Rogue,89,81731,1,2,3,5
1B480000,COS_GUILD_EU_SOLDIER4_090,Dagger Rogue,90,84262,1,2,3,5
1C480000,COS_GUILD_EU_SOLDIER4_091,Dagger Rogue,91,86861,1,2,3,5
1D480000,COS_GUILD_EU_SOLDIER4_092,Dagger Rogue,92,89531,1,2,3,5
1E480000,COS_GUILD_EU_SOLDIER4_093,Dagger Rogue,93,92273,1,2,3,5
1F480000,COS_GUILD_EU_SOLDIER4_094,Dagger Rogue,94,95089,1,2,3,5
20480000,COS_GUILD_EU_SOLDIER4_095,Dagger Rogue,95,97980,1,2,3,5
21480000,COS_GUILD_EU_SOLDIER4_096,Dagger Rogue,96,100949,1,2,3,5
22480000,COS_GUILD_EU_SOLDIER4_097,Dagger Rogue,97,103998,1,2,3,5
23480000,COS_GUILD_EU_SOLDIER4_098,Dagger Rogue,98,107128,1,2,3,5
24480000,COS_GUILD_EU_SOLDIER4_099,Dagger Rogue,99,110342,1,2,3,5
25480000,COS_GUILD_EU_SOLDIER4_100,Dagger Rogue,100,113642,1,2,3,5
26480000,COS_GUILD_EU_SOLDIER4_101,Dagger Rogue,101,117029,1,2,3,5
27480000,COS_GUILD_EU_SOLDIER4_102,Dagger Rogue,102,120506,1,2,3,5
28480000,COS_GUILD_EU_SOLDIER4_103,Dagger Rogue,103,124076,1,2,3,5
29480000,COS_GUILD_EU_SOLDIER4_104,Dagger Rogue,104,127740,1,2,3,5
2A480000,COS_GUILD_EU_SOLDIER4_105,Dagger Rogue,105,131502,1,2,3,5
2B480000,COS_GUILD_EU_SOLDIER4_106,Dagger Rogue,106,135362,1,2,3,5
2C480000,COS_GUILD_EU_SOLDIER4_107,Dagger Rogue,107,139325,1,2,3,5
2D480000,COS_GUILD_EU_SOLDIER4_108,Dagger Rogue,108,143391,1,2,3,5
2E480000,COS_GUILD_EU_SOLDIER4_109,Dagger Rogue,109,147565,1,2,3,5
2F480000,COS_GUILD_EU_SOLDIER4_110,Dagger Rogue,110,151848,1,2,3,5
30480000,COS_GUILD_EU_SOLDIER4_111,Dagger Rogue,111,156244,1,2,3,5
31480000,COS_GUILD_EU_SOLDIER4_112,Dagger Rogue,112,160755,1,2,3,5
32480000,COS_GUILD_EU_SOLDIER4_113,Dagger Rogue,113,165383,1,2,3,5
33480000,COS_GUILD_EU_SOLDIER4_114,Dagger Rogue,114,170133,1,2,3,5
34480000,COS_GUILD_EU_SOLDIER4_115,Dagger Rogue,115,175006,1,2,3,5
35480000,COS_GUILD_EU_SOLDIER4_116,Dagger Rogue,116,180006,1,2,3,5
36480000,COS_GUILD_EU_SOLDIER4_117,Dagger Rogue,117,185136,1,2,3,5
37480000,COS_GUILD_EU_SOLDIER4_118,Dagger Rogue,118,190400,1,2,3,5
38480000,COS_GUILD_EU_SOLDIER4_119,Dagger Rogue,119,195800,1,2,3,5
39480000,COS_GUILD_EU_SOLDIER4_120,Dagger Rogue,120,201339,1,2,3,5
3A480000,COS_GUILD_EU_SOLDIER4_121,Dagger Rogue,121,207022,1,2,3,5
3B480000,COS_GUILD_EU_SOLDIER4_122,Dagger Rogue,122,212852,1,2,3,5
3C480000,COS_GUILD_EU_SOLDIER4_123,Dagger Rogue,123,218832,1,2,3,5
3D480000,COS_GUILD_EU_SOLDIER4_124,Dagger Rogue,124,224966,1,2,3,5
3E480000,COS_GUILD_EU_SOLDIER4_125,Dagger Rogue,125,231258,1,2,3,5
3F480000,COS_GUILD_EU_SOLDIER4_126,Dagger Rogue,126,237712,1,2,3,5
40480000,COS_GUILD_EU_SOLDIER4_127,Dagger Rogue,127,244332,1,2,3,5
41480000,COS_GUILD_EU_SOLDIER4_128,Dagger Rogue,128,251121,1,2,3,5
42480000,COS_GUILD_EU_SOLDIER4_129,Dagger Rogue,129,258084,1,2,3,5
43480000,COS_GUILD_EU_SOLDIER4_130,Dagger Rogue,130,265224,1,2,3,5
44480000,COS_GUILD_EU_SOLDIER4_131,Dagger Rogue,131,272548,1,2,3,5
45480000,COS_GUILD_EU_SOLDIER4_132,Dagger Rogue,132,280058,1,2,3,5
46480000,COS_GUILD_EU_SOLDIER4_133,Dagger Rogue,133,287760,1,2,3,5
47480000,COS_GUILD_EU_SOLDIER4_134,Dagger Rogue,134,295657,1,2,3,5
48480000,COS_GUILD_EU_SOLDIER4_135,Dagger Rogue,135,303756,1,2,3,5
49480000,COS_GUILD_EU_SOLDIER4_136,Dagger Rogue,136,312060,1,2,3,5
4A480000,COS_GUILD_EU_SOLDIER4_137,Dagger Rogue,137,320575,1,2,3,5
4B480000,COS_GUILD_EU_SOLDIER4_138,Dagger Rogue,138,329305,1,2,3,5
4C480000,COS_GUILD_EU_SOLDIER4_139,Dagger Rogue,139,338257,1,2,3,5
4D480000,COS_GUILD_EU_SOLDIER4_140,Dagger Rogue,140,347435,1,2,3,5
4E480000,COS_GUILD_EU_SOLDIER5_001,Crossbow Rogue,1,769,1,2,3,5
4F480000,COS_GUILD_EU_SOLDIER5_002,Crossbow Rogue,2,942,1,2,3,5
50480000,COS_GUILD_EU_SOLDIER5_003,Crossbow Rogue,3,1120,1,2,3,5
51480000,COS_GUILD_EU_SOLDIER5_004,Crossbow Rogue,4,1306,1,2,3,5
52480000,COS_GUILD_EU_SOLDIER5_005,Crossbow Rogue,5,1499,1,2,3,5
53480000,COS_GUILD_EU_SOLDIER5_006,Crossbow Rogue,6,1699,1,2,3,5
54480000,COS_GUILD_EU_SOLDIER5_007,Crossbow Rogue,7,1906,1,2,3,5
55480000,COS_GUILD_EU_SOLDIER5_008,Crossbow Rogue,8,2121,1,2,3,5
56480000,COS_GUILD_EU_SOLDIER5_009,Crossbow Rogue,9,2343,1,2,3,5
57480000,COS_GUILD_EU_SOLDIER5_010,Crossbow Rogue,10,2574,1,2,3,5
58480000,COS_GUILD_EU_SOLDIER5_011,Crossbow Rogue,11,2813,1,2,3,5
59480000,COS_GUILD_EU_SOLDIER5_012,Crossbow Rogue,12,3061,1,2,3,5
5A480000,COS_GUILD_EU_SOLDIER5_013,Crossbow Rogue,13,3317,1,2,3,5
5B480000,COS_GUILD_EU_SOLDIER5_014,Crossbow Rogue,14,3582,1,2,3,5
5C480000,COS_GUILD_EU_SOLDIER5_015,Crossbow Rogue,15,3857,1,2,3,5
5D480000,COS_GUILD_EU_SOLDIER5_016,Crossbow Rogue,16,4141,1,2,3,5
5E480000,COS_GUILD_EU_SOLDIER5_017,Crossbow Rogue,17,4435,1,2,3,5
5F480000,COS_GUILD_EU_SOLDIER5_018,Crossbow Rogue,18,4739,1,2,3,5
60480000,COS_GUILD_EU_SOLDIER5_019,Crossbow Rogue,19,5054,1,2,3,5
61480000,COS_GUILD_EU_SOLDIER5_020,Crossbow Rogue,20,5379,1,2,3,5
62480000,COS_GUILD_EU_SOLDIER5_021,Crossbow Rogue,21,5715,1,2,3,5
63480000,COS_GUILD_EU_SOLDIER5_022,Crossbow Rogue,22,6063,1,2,3,5
64480000,COS_GUILD_EU_SOLDIER5_023,Crossbow Rogue,23,6422,1,2,3,5
65480000,COS_GUILD_EU_SOLDIER5_024,Crossbow Rogue,24,6793,1,2,3,5
66480000,COS_GUILD_EU_SOLDIER5_025,Crossbow Rogue,25,7176,1,2,3,5
67480000,COS_GUILD_EU_SOLDIER5_026,Crossbow Rogue,26,7572,1,2,3,5
68480000,COS_GUILD_EU_SOLDIER5_027,Crossbow Rogue,27,7981,1,2,3,5
69480000,COS_GUILD_EU_SOLDIER5_028,Crossbow Rogue,28,8403,1,2,3,5
6A480000,COS_GUILD_EU_SOLDIER5_029,Crossbow Rogue,29,8839,1,2,3,5
6B480000,COS_GUILD_EU_SOLDIER5_030,Crossbow Rogue,30,9289,1,2,3,5
6C480000,COS_GUILD_EU_SOLDIER5_031,Crossbow Rogue,31,9753,1,2,3,5
6D480000,COS_GUILD_EU_SOLDIER5_032,Crossbow Rogue,32,10233,1,2,3,5
6E480000,COS_GUILD_EU_SOLDIER5_033,Crossbow Rogue,33,10727,1,2,3,5
6F480000,COS_GUILD_EU_SOLDIER5_034,Crossbow Rogue,34,11238,1,2,3,5
70480000,COS_GUILD_EU_SOLDIER5_035,Crossbow Rogue,35,11764,1,2,3,5
71480000,COS_GUILD_EU_SOLDIER5_036,Crossbow Rogue,36,12307,1,2,3,5
72480000,COS_GUILD_EU_SOLDIER5_037,Crossbow Rogue,37,12867,1,2,3,5
73480000,COS_GUILD_EU_SOLDIER5_038,Crossbow Rogue,38,13444,1,2,3,5
74480000,COS_GUILD_EU_SOLDIER5_039,Crossbow Rogue,39,14040,1,2,3,5
75480000,COS_GUILD_EU_SOLDIER5_040,Crossbow Rogue,40,14654,1,2,3,5
76480000,COS_GUILD_EU_SOLDIER5_041,Crossbow Rogue,41,15286,1,2,3,5
77480000,COS_GUILD_EU_SOLDIER5_042,Crossbow Rogue,42,15939,1,2,3,5
78480000,COS_GUILD_EU_SOLDIER5_043,Crossbow Rogue,43,16611,1,2,3,5
79480000,COS_GUILD_EU_SOLDIER5_044,Crossbow Rogue,44,17304,1,2,3,5
7A480000,COS_GUILD_EU_SOLDIER5_045,Crossbow Rogue,45,18017,1,2,3,5
7B480000,COS_GUILD_EU_SOLDIER5_046,Crossbow Rogue,46,18753,1,2,3,5
7C480000,COS_GUILD_EU_SOLDIER5_047,Crossbow Rogue,47,19510,1,2,3,5
7D480000,COS_GUILD_EU_SOLDIER5_048,Crossbow Rogue,48,20291,1,2,3,5
7E480000,COS_GUILD_EU_SOLDIER5_049,Crossbow Rogue,49,21095,1,2,3,5
7F480000,COS_GUILD_EU_SOLDIER5_050,Crossbow Rogue,50,21922,1,2,3,5
80480000,COS_GUILD_EU_SOLDIER5_051,Crossbow Rogue,51,22775,1,2,3,5
81480000,COS_GUILD_EU_SOLDIER5_052,Crossbow Rogue,52,23653,1,2,3,5
82480000,COS_GUILD_EU_SOLDIER5_053,Crossbow Rogue,53,24557,1,2,3,5
83480000,COS_GUILD_EU_SOLDIER5_054,Crossbow Rogue,54,25487,1,2,3,5
84480000,COS_GUILD_EU_SOLDIER5_055,Crossbow Rogue,55,26445,1,2,3,5
85480000,COS_GUILD_EU_SOLDIER5_056,Crossbow Rogue,56,27431,1,2,3,5
86480000,COS_GUILD_EU_SOLDIER5_057,Crossbow Rogue,57,28446,1,2,3,5
87480000,COS_GUILD_EU_SOLDIER5_058,Crossbow Rogue,58,29491,1,2,3,5
88480000,COS_GUILD_EU_SOLDIER5_059,Crossbow Rogue,59,30566,1,2,3,5
89480000,COS_GUILD_EU_SOLDIER5_060,Crossbow Rogue,60,31672,1,2,3,5
8A480000,COS_GUILD_EU_SOLDIER5_061,Crossbow Rogue,61,32810,1,2,3,5
8B480000,COS_GUILD_EU_SOLDIER5_062,Crossbow Rogue,62,33981,1,2,3,5
8C480000,COS_GUILD_EU_SOLDIER5_063,Crossbow Rogue,63,35186,1,2,3,5
8D480000,COS_GUILD_EU_SOLDIER5_064,Crossbow Rogue,64,36426,1,2,3,5
8E480000,COS_GUILD_EU_SOLDIER5_065,Crossbow Rogue,65,37700,1,2,3,5
8F480000,COS_GUILD_EU_SOLDIER5_066,Crossbow Rogue,66,39012,1,2,3,5
90480000,COS_GUILD_EU_SOLDIER5_067,Crossbow Rogue,67,40360,1,2,3,5
91480000,COS_GUILD_EU_SOLDIER5_068,Crossbow Rogue,68,41748,1,2,3,5
92480000,COS_GUILD_EU_SOLDIER5_069,Crossbow Rogue,69,43174,1,2,3,5
93480000,COS_GUILD_EU_SOLDIER5_070,Crossbow Rogue,70,44641,1,2,3,5
94480000,COS_GUILD_EU_SOLDIER5_071,Crossbow Rogue,71,46149,1,2,3,5
95480000,COS_GUILD_EU_SOLDIER5_072,Crossbow Rogue,72,47699,1,2,3,5
96480000,COS_GUILD_EU_SOLDIER5_073,Crossbow Rogue,73,49294,1,2,3,5
97480000,COS_GUILD_EU_SOLDIER5_074,Crossbow Rogue,74,50932,1,2,3,5
98480000,COS_GUILD_EU_SOLDIER5_075,Crossbow Rogue,75,52617,1,2,3,5
99480000,COS_GUILD_EU_SOLDIER5_076,Crossbow Rogue,76,54349,1,2,3,5
9A480000,COS_GUILD_EU_SOLDIER5_077,Crossbow Rogue,77,56129,1,2,3,5
9B480000,COS_GUILD_EU_SOLDIER5_078,Crossbow Rogue,78,57958,1,2,3,5
9C480000,COS_GUILD_EU_SOLDIER5_079,Crossbow Rogue,79,59838,1,2,3,5
9D480000,COS_GUILD_EU_SOLDIER5_080,Crossbow Rogue,80,61770,1,2,3,5
9E480000,COS_GUILD_EU_SOLDIER5_081,Crossbow Rogue,81,63756,1,2,3,5
9F480000,COS_GUILD_EU_SOLDIER5_082,Crossbow Rogue,82,65796,1,2,3,5
A0480000,COS_GUILD_EU_SOLDIER5_083,Crossbow Rogue,83,67892,1,2,3,5
A1480000,COS_GUILD_EU_SOLDIER5_084,Crossbow Rogue,84,70046,1,2,3,5
A2480000,COS_GUILD_EU_SOLDIER5_085,Crossbow Rogue,85,72259,1,2,3,5
A3480000,COS_GUILD_EU_SOLDIER5_086,Crossbow Rogue,86,74532,1,2,3,5
A4480000,COS_GUILD_EU_SOLDIER5_087,Crossbow Rogue,87,76868,1,2,3,5
A5480000,COS_GUILD_EU_SOLDIER5_088,Crossbow Rogue,88,79266,1,2,3,5
A6480000,COS_GUILD_EU_SOLDIER5_089,Crossbow Rogue,89,81731,1,2,3,5
A7480000,COS_GUILD_EU_SOLDIER5_090,Crossbow Rogue,90,84262,1,2,3,5
A8480000,COS_GUILD_EU_SOLDIER5_091,Crossbow Rogue,91,86861,1,2,3,5
A9480000,COS_GUILD_EU_SOLDIER5_092,Crossbow Rogue,92,89531,1,2,3,5
AA480000,COS_GUILD_EU_SOLDIER5_093,Crossbow Rogue,93,92273,1,2,3,5
AB480000,COS_GUILD_EU_SOLDIER5_094,Crossbow Rogue,94,95089,1,2,3,5
AC480000,COS_GUILD_EU_SOLDIER5_095,Crossbow Rogue,95,97980,1,2,3,5
AD480000,COS_GUILD_EU_SOLDIER5_096,Crossbow Rogue,96,100949,1,2,3,5
AE480000,COS_GUILD_EU_SOLDIER5_097,Crossbow Rogue,97,103998,1,2,3,5
AF480000,COS_GUILD_EU_SOLDIER5_098,Crossbow Rogue,98,107128,1,2,3,5
B0480000,COS_GUILD_EU_SOLDIER5_099,Crossbow Rogue,99,110342,1,2,3,5
B1480000,COS_GUILD_EU_SOLDIER5_100,Crossbow Rogue,100,113642,1,2,3,5
B2480000,COS_GUILD_EU_SOLDIER5_101,Crossbow Rogue,101,117029,1,2,3,5
B3480000,COS_GUILD_EU_SOLDIER5_102,Crossbow Rogue,102,120506,1,2,3,5
B4480000,COS_GUILD_EU_SOLDIER5_103,Crossbow Rogue,103,124076,1,2,3,5
B5480000,COS_GUILD_EU_SOLDIER5_104,Crossbow Rogue,104,127740,1,2,3,5
B6480000,COS_GUILD_EU_SOLDIER5_105,Crossbow Rogue,105,131502,1,2,3,5
B7480000,COS_GUILD_EU_SOLDIER5_106,Crossbow Rogue,106,135362,1,2,3,5
B8480000,COS_GUILD_EU_SOLDIER5_107,Crossbow Rogue,107,139325,1,2,3,5
B9480000,COS_GUILD_EU_SOLDIER5_108,Crossbow Rogue,108,143391,1,2,3,5
BA480000,COS_GUILD_EU_SOLDIER5_109,Crossbow Rogue,109,147565,1,2,3,5
BB480000,COS_GUILD_EU_SOLDIER5_110,Crossbow Rogue,110,151848,1,2,3,5
BC480000,COS_GUILD_EU_SOLDIER5_111,Crossbow Rogue,111,156244,1,2,3,5
BD480000,COS_GUILD_EU_SOLDIER5_112,Crossbow Rogue,112,160755,1,2,3,5
BE480000,COS_GUILD_EU_SOLDIER5_113,Crossbow Rogue,113,165383,1,2,3,5
BF480000,COS_GUILD_EU_SOLDIER5_114,Crossbow Rogue,114,170133,1,2,3,5
C0480000,COS_GUILD_EU_SOLDIER5_115,Crossbow Rogue,115,175006,1,2,3,5
C1480000,COS_GUILD_EU_SOLDIER5_116,Crossbow Rogue,116,180006,1,2,3,5
C2480000,COS_GUILD_EU_SOLDIER5_117,Crossbow Rogue,117,185136,1,2,3,5
C3480000,COS_GUILD_EU_SOLDIER5_118,Crossbow Rogue,118,190400,1,2,3,5
C4480000,COS_GUILD_EU_SOLDIER5_119,Crossbow Rogue,119,195800,1,2,3,5
C5480000,COS_GUILD_EU_SOLDIER5_120,Crossbow Rogue,120,201339,1,2,3,5
C6480000,COS_GUILD_EU_SOLDIER5_121,Crossbow Rogue,121,207022,1,2,3,5
C7480000,COS_GUILD_EU_SOLDIER5_122,Crossbow Rogue,122,212852,1,2,3,5
C8480000,COS_GUILD_EU_SOLDIER5_123,Crossbow Rogue,123,218832,1,2,3,5
C9480000,COS_GUILD_EU_SOLDIER5_124,Crossbow Rogue,124,224966,1,2,3,5
CA480000,COS_GUILD_EU_SOLDIER5_125,Crossbow Rogue,125,231258,1,2,3,5
CB480000,COS_GUILD_EU_SOLDIER5_126,Crossbow Rogue,126,237712,1,2,3,5
CC480000,COS_GUILD_EU_SOLDIER5_127,Crossbow Rogue,127,244332,1,2,3,5
CD480000,COS_GUILD_EU_SOLDIER5_128,Crossbow Rogue,128,251121,1,2,3,5
CE480000,COS_GUILD_EU_SOLDIER5_129,Crossbow Rogue,129,258084,1,2,3,5
CF480000,COS_GUILD_EU_SOLDIER5_130,Crossbow Rogue,130,265224,1,2,3,5
D0480000,COS_GUILD_EU_SOLDIER5_131,Crossbow Rogue,131,272548,1,2,3,5
D1480000,COS_GUILD_EU_SOLDIER5_132,Crossbow Rogue,132,280058,1,2,3,5
D2480000,COS_GUILD_EU_SOLDIER5_133,Crossbow Rogue,133,287760,1,2,3,5
D3480000,COS_GUILD_EU_SOLDIER5_134,Crossbow Rogue,134,295657,1,2,3,5
D4480000,COS_GUILD_EU_SOLDIER5_135,Crossbow Rogue,135,303756,1,2,3,5
D5480000,COS_GUILD_EU_SOLDIER5_136,Crossbow Rogue,136,312060,1,2,3,5
D6480000,COS_GUILD_EU_SOLDIER5_137,Crossbow Rogue,137,320575,1,2,3,5
D7480000,COS_GUILD_EU_SOLDIER5_138,Crossbow Rogue,138,329305,1,2,3,5
D8480000,COS_GUILD_EU_SOLDIER5_139,Crossbow Rogue,139,338257,1,2,3,5
D9480000,COS_GUILD_EU_SOLDIER5_140,Crossbow Rogue,140,347435,1,2,3,5
DA480000,COS_GUILD_EU_SOLDIER6_001,Earth Wizard,1,333,1,2,3,5
DB480000,COS_GUILD_EU_SOLDIER6_002,Earth Wizard,2,408,1,2,3,5
DC480000,COS_GUILD_EU_SOLDIER6_003,Earth Wizard,3,486,1,2,3,5
DD480000,COS_GUILD_EU_SOLDIER6_004,Earth Wizard,4,566,1,2,3,5
DE480000,COS_GUILD_EU_SOLDIER6_005,Earth Wizard,5,649,1,2,3,5
DF480000,COS_GUILD_EU_SOLDIER6_006,Earth Wizard,6,736,1,2,3,5
