//ID,Type,Name,Level,Stack,Durability,TypeID1,TypeID2,TypeID3,TypeID4
A5370000,ITEM_EU_W_LIGHT_07_SA_A_RARE,Dizzy Alette [RARE],53,1,61,3,1,10,2
A6370000,ITEM_EU_W_LIGHT_07_SA_B_RARE,Dizzy Alette [RARE],53,1,63,3,1,10,2
A7370000,ITEM_EU_W_LIGHT_07_SA_C_RARE,Dizzy Alette [RARE],53,1,65,3,1,10,2
A8370000,ITEM_EU_W_LIGHT_08_SA_A_RARE,Polar Alette [RARE],65,1,65,3,1,10,2
A9370000,ITEM_EU_W_LIGHT_08_SA_B_RARE,Polar Alette [RARE],65,1,67,3,1,10,2
AA370000,ITEM_EU_W_LIGHT_08_SA_C_RARE,Polar Alette [RARE],65,1,69,3,1,10,2
AB370000,ITEM_EU_W_LIGHT_09_SA_A_RARE,Gale Alette [RARE],77,1,70,3,1,10,2
AC370000,ITEM_EU_W_LIGHT_09_SA_B_RARE,Gale Alette [RARE],77,1,72,3,1,10,2
AD370000,ITEM_EU_W_LIGHT_09_SA_C_RARE,Gale Alette [RARE],77,1,74,3,1,10,2
AE370000,ITEM_EU_W_LIGHT_10_SA_A_RARE,Valor Alette [RARE],90,1,75,3,1,10,2
AF370000,ITEM_EU_W_LIGHT_10_SA_B_RARE,Valor Alette [RARE],90,1,77,3,1,10,2
B0370000,ITEM_EU_W_LIGHT_10_SA_C_RARE,Valor Alette [RARE],90,1,79,3,1,10,2
B1370000,ITEM_EU_W_LIGHT_11_SA_A_RARE,Drako War God Alette [RARE],101,1,79,3,1,10,2
B4370000,ITEM_EU_W_LIGHT_12_SA_A_RARE,Angel Alette [RARE],111,1,81,3,1,10,2
B5370000,ITEM_EU_W_LIGHT_12_SA_B_RARE,Angel Alette [RARE],111,1,83,3,1,10,2
B6370000,ITEM_EU_W_LIGHT_12_SA_C_RARE,Angel Alette [RARE],111,1,85,3,1,10,2
B7370000,ITEM_EU_W_LIGHT_01_BA_A_RARE,Savage Mail [RARE],1,1,41,3,1,10,3
B8370000,ITEM_EU_W_LIGHT_01_BA_B_RARE,Savage Mail [RARE],1,1,43,3,1,10,3
B9370000,ITEM_EU_W_LIGHT_01_BA_C_RARE,Savage Mail [RARE],1,1,45,3,1,10,3
BA370000,ITEM_EU_W_LIGHT_02_BA_A_RARE,Light Chain Mail [RARE],13,1,45,3,1,10,3
BB370000,ITEM_EU_W_LIGHT_02_BA_B_RARE,Light Chain Mail [RARE],13,1,47,3,1,10,3
BC370000,ITEM_EU_W_LIGHT_02_BA_C_RARE,Light Chain Mail [RARE],13,1,49,3,1,10,3
BD370000,ITEM_EU_W_LIGHT_03_BA_A_RARE,Iron Mail [RARE],21,1,48,3,1,10,3
BE370000,ITEM_EU_W_LIGHT_03_BA_B_RARE,Iron Mail [RARE],21,1,50,3,1,10,3
BF370000,ITEM_EU_W_LIGHT_03_BA_C_RARE,Iron Mail [RARE],21,1,52,3,1,10,3
C0370000,ITEM_EU_W_LIGHT_04_BA_A_RARE,White Mail [RARE],29,1,52,3,1,10,3
C1370000,ITEM_EU_W_LIGHT_04_BA_B_RARE,White Mail [RARE],29,1,53,3,1,10,3
C2370000,ITEM_EU_W_LIGHT_04_BA_C_RARE,White Mail [RARE],29,1,55,3,1,10,3
C3370000,ITEM_EU_W_LIGHT_05_BA_A_RARE,Hard Steel Mail [RARE],37,1,55,3,1,10,3
C4370000,ITEM_EU_W_LIGHT_05_BA_B_RARE,Hard Steel Mail [RARE],37,1,56,3,1,10,3
C5370000,ITEM_EU_W_LIGHT_05_BA_C_RARE,Hard Steel Mail [RARE],37,1,58,3,1,10,3
C6370000,ITEM_EU_W_LIGHT_06_BA_A_RARE,Arquebus Mail [RARE],47,1,58,3,1,10,3
C7370000,ITEM_EU_W_LIGHT_06_BA_B_RARE,Arquebus Mail [RARE],47,1,60,3,1,10,3
C8370000,ITEM_EU_W_LIGHT_06_BA_C_RARE,Arquebus Mail [RARE],47,1,62,3,1,10,3
C9370000,ITEM_EU_W_LIGHT_07_BA_A_RARE,Dizzy Cuirassir Mail [RARE],57,1,62,3,1,10,3
CA370000,ITEM_EU_W_LIGHT_07_BA_B_RARE,Dizzy Cuirassir Mail [RARE],57,1,64,3,1,10,3
CB370000,ITEM_EU_W_LIGHT_07_BA_C_RARE,Dizzy Cuirassir Mail [RARE],57,1,66,3,1,10,3
CC370000,ITEM_EU_W_LIGHT_08_BA_A_RARE,Polar Cuirass Mail [RARE],69,1,67,3,1,10,3
CD370000,ITEM_EU_W_LIGHT_08_BA_B_RARE,Polar Cuirass Mail [RARE],69,1,69,3,1,10,3
CE370000,ITEM_EU_W_LIGHT_08_BA_C_RARE,Polar Cuirass Mail [RARE],69,1,71,3,1,10,3
CF370000,ITEM_EU_W_LIGHT_09_BA_A_RARE,Gale Breast Mail [RARE],81,1,71,3,1,10,3
D0370000,ITEM_EU_W_LIGHT_09_BA_B_RARE,Gale Breast Mail [RARE],81,1,73,3,1,10,3
D1370000,ITEM_EU_W_LIGHT_09_BA_C_RARE,Gale Breast Mail [RARE],81,1,75,3,1,10,3
D2370000,ITEM_EU_W_LIGHT_10_BA_A_RARE,Valor Composite Mail [RARE],92,1,76,3,1,10,3
D3370000,ITEM_EU_W_LIGHT_10_BA_B_RARE,Valor Composite Mail [RARE],92,1,78,3,1,10,3
D4370000,ITEM_EU_W_LIGHT_10_BA_C_RARE,Valor Composite Mail [RARE],92,1,80,3,1,10,3
D5370000,ITEM_EU_W_LIGHT_11_BA_A_RARE,Drako War God Mail [RARE],101,1,80,3,1,10,3
D8370000,ITEM_EU_W_LIGHT_12_BA_A_RARE,Angel Fluted Mail [RARE],111,1,82,3,1,10,3
D9370000,ITEM_EU_W_LIGHT_12_BA_B_RARE,Angel Fluted Mail [RARE],111,1,84,3,1,10,3
DA370000,ITEM_EU_W_LIGHT_12_BA_C_RARE,Angel Fluted Mail [RARE],111,1,85,3,1,10,3
DB370000,ITEM_EU_W_LIGHT_01_LA_A_RARE,Savage Tasset [RARE],1,1,41,3,1,10,4
DC370000,ITEM_EU_W_LIGHT_01_LA_B_RARE,Savage Tasset [RARE],1,1,43,3,1,10,4
DD370000,ITEM_EU_W_LIGHT_01_LA_C_RARE,Savage Tasset [RARE],1,1,45,3,1,10,4
DE370000,ITEM_EU_W_LIGHT_02_LA_A_RARE,Light Chain Tasset [RARE],12,1,45,3,1,10,4
DF370000,ITEM_EU_W_LIGHT_02_LA_B_RARE,Light Chain Tasset [RARE],12,1,47,3,1,10,4
E0370000,ITEM_EU_W_LIGHT_02_LA_C_RARE,Light Chain Tasset [RARE],12,1,49,3,1,10,4
E1370000,ITEM_EU_W_LIGHT_03_LA_A_RARE,Iron Tasset [RARE],20,1,48,3,1,10,4
E2370000,ITEM_EU_W_LIGHT_03_LA_B_RARE,Iron Tasset [RARE],20,1,50,3,1,10,4
E3370000,ITEM_EU_W_LIGHT_03_LA_C_RARE,Iron Tasset [RARE],20,1,52,3,1,10,4
E4370000,ITEM_EU_W_LIGHT_04_LA_A_RARE,White Tasset [RARE],28,1,51,3,1,10,4
E5370000,ITEM_EU_W_LIGHT_04_LA_B_RARE,White Tasset [RARE],28,1,53,3,1,10,4
E6370000,ITEM_EU_W_LIGHT_04_LA_C_RARE,White Tasset [RARE],28,1,55,3,1,10,4
E7370000,ITEM_EU_W_LIGHT_05_LA_A_RARE,Hard Steel Tasset [RARE],36,1,54,3,1,10,4
E8370000,ITEM_EU_W_LIGHT_05_LA_B_RARE,Hard Steel Tasset [RARE],36,1,56,3,1,10,4
E9370000,ITEM_EU_W_LIGHT_05_LA_C_RARE,Hard Steel Tasset [RARE],36,1,58,3,1,10,4
EA370000,ITEM_EU_W_LIGHT_06_LA_A_RARE,Crimson Arquebus Tasset [RARE],46,1,58,3,1,10,4
EB370000,ITEM_EU_W_LIGHT_06_LA_B_RARE,Crimson Arquebus Tasset [RARE],46,1,60,3,1,10,4
EC370000,ITEM_EU_W_LIGHT_06_LA_C_RARE,Crimson Arquebus Tasset [RARE],46,1,62,3,1,10,4
ED370000,ITEM_EU_W_LIGHT_07_LA_A_RARE,Dizzy Cuirassir Tasset [RARE],56,1,62,3,1,10,4
EE370000,ITEM_EU_W_LIGHT_07_LA_B_RARE,Dizzy Cuirassir Tasset [RARE],56,1,64,3,1,10,4
EF370000,ITEM_EU_W_LIGHT_07_LA_C_RARE,Dizzy Cuirassir Tasset [RARE],56,1,66,3,1,10,4
F0370000,ITEM_EU_W_LIGHT_08_LA_A_RARE,Polar Cuirass Tasset [RARE],68,1,66,3,1,10,4
F1370000,ITEM_EU_W_LIGHT_08_LA_B_RARE,Polar Cuirass Tasset [RARE],68,1,68,3,1,10,4
F2370000,ITEM_EU_W_LIGHT_08_LA_C_RARE,Polar Cuirass Tasset [RARE],68,1,70,3,1,10,4
F3370000,ITEM_EU_W_LIGHT_09_LA_A_RARE,Gale Breast Tasset [RARE],80,1,71,3,1,10,4
F4370000,ITEM_EU_W_LIGHT_09_LA_B_RARE,Gale Breast Tasset [RARE],80,1,73,3,1,10,4
F5370000,ITEM_EU_W_LIGHT_09_LA_C_RARE,Gale Breast Tasset [RARE],80,1,75,3,1,10,4
F6370000,ITEM_EU_W_LIGHT_10_LA_A_RARE,Valor Composite Tasset [RARE],92,1,76,3,1,10,4
F7370000,ITEM_EU_W_LIGHT_10_LA_B_RARE,Valor Composite Tasset [RARE],92,1,78,3,1,10,4
F8370000,ITEM_EU_W_LIGHT_10_LA_C_RARE,Valor Composite Tasset [RARE],92,1,80,3,1,10,4
F9370000,ITEM_EU_W_LIGHT_11_LA_A_RARE,Drako War God Tasset [RARE],101,1,80,3,1,10,4
FC370000,ITEM_EU_W_LIGHT_12_LA_A_RARE,Angel Fluted Tasset [RARE],111,1,82,3,1,10,4
FD370000,ITEM_EU_W_LIGHT_12_LA_B_RARE,Angel Fluted Tasset [RARE],111,1,84,3,1,10,4
FE370000,ITEM_EU_W_LIGHT_12_LA_C_RARE,Angel Fluted Tasset [RARE],111,1,85,3,1,10,4
FF370000,ITEM_EU_W_LIGHT_01_AA_A_RARE,Savage Glove [RARE],1,1,41,3,1,10,5
00380000,ITEM_EU_W_LIGHT_01_AA_B_RARE,Savage Glove [RARE],1,1,43,3,1,10,5
01380000,ITEM_EU_W_LIGHT_01_AA_C_RARE,Savage Glove [RARE],1,1,45,3,1,10,5
02380000,ITEM_EU_W_LIGHT_02_AA_A_RARE,Light Glove [RARE],8,1,43,3,1,10,5
03380000,ITEM_EU_W_LIGHT_02_AA_B_RARE,Light Glove [RARE],8,1,45,3,1,10,5
04380000,ITEM_EU_W_LIGHT_02_AA_C_RARE,Light Glove [RARE],8,1,47,3,1,10,5
05380000,ITEM_EU_W_LIGHT_03_AA_A_RARE,Iron Glove [RARE],16,1,47,3,1,10,5
06380000,ITEM_EU_W_LIGHT_03_AA_B_RARE,Iron Glove [RARE],16,1,48,3,1,10,5
07380000,ITEM_EU_W_LIGHT_03_AA_C_RARE,Iron Glove [RARE],16,1,50,3,1,10,5
08380000,ITEM_EU_W_LIGHT_04_AA_A_RARE,White Glove [RARE],24,1,50,3,1,10,5
09380000,ITEM_EU_W_LIGHT_04_AA_B_RARE,White Glove [RARE],24,1,52,3,1,10,5
0A380000,ITEM_EU_W_LIGHT_04_AA_C_RARE,White Glove [RARE],24,1,53,3,1,10,5
0B380000,ITEM_EU_W_LIGHT_05_AA_A_RARE,Hard Steel Glove [RARE],32,1,53,3,1,10,5
0C380000,ITEM_EU_W_LIGHT_05_AA_B_RARE,Hard Steel Glove [RARE],32,1,55,3,1,10,5
0D380000,ITEM_EU_W_LIGHT_05_AA_C_RARE,Hard Steel Glove [RARE],32,1,56,3,1,10,5
0E380000,ITEM_EU_W_LIGHT_06_AA_A_RARE,Crimson Glove [RARE],42,1,56,3,1,10,5
0F380000,ITEM_EU_W_LIGHT_06_AA_B_RARE,Crimson Glove [RARE],42,1,58,3,1,10,5
10380000,ITEM_EU_W_LIGHT_06_AA_C_RARE,Crimson Glove [RARE],42,1,60,3,1,10,5
11380000,ITEM_EU_W_LIGHT_07_AA_A_RARE,Dizzy Glove [RARE],52,1,60,3,1,10,5
12380000,ITEM_EU_W_LIGHT_07_AA_B_RARE,Dizzy Glove [RARE],52,1,62,3,1,10,5
13380000,ITEM_EU_W_LIGHT_07_AA_C_RARE,Dizzy Glove [RARE],52,1,64,3,1,10,5
14380000,ITEM_EU_W_LIGHT_08_AA_A_RARE,Polar Glove [RARE],64,1,65,3,1,10,5
15380000,ITEM_EU_W_LIGHT_08_AA_B_RARE,Polar Glove [RARE],64,1,67,3,1,10,5
16380000,ITEM_EU_W_LIGHT_08_AA_C_RARE,Polar Glove [RARE],64,1,69,3,1,10,5
17380000,ITEM_EU_W_LIGHT_09_AA_A_RARE,Gale Glove [RARE],76,1,70,3,1,10,5
18380000,ITEM_EU_W_LIGHT_09_AA_B_RARE,Gale Glove [RARE],76,1,71,3,1,10,5
19380000,ITEM_EU_W_LIGHT_09_AA_C_RARE,Gale Glove [RARE],76,1,73,3,1,10,5
1A380000,ITEM_EU_W_LIGHT_10_AA_A_RARE,Valor Glove [RARE],90,1,75,3,1,10,5
1B380000,ITEM_EU_W_LIGHT_10_AA_B_RARE,Valor Glove [RARE],90,1,77,3,1,10,5
1C380000,ITEM_EU_W_LIGHT_10_AA_C_RARE,Valor Glove [RARE],90,1,79,3,1,10,5
1D380000,ITEM_EU_W_LIGHT_11_AA_A_RARE,Drako War God Glove [RARE],101,1,79,3,1,10,5
20380000,ITEM_EU_W_LIGHT_12_AA_A_RARE,Angel Glove [RARE],111,1,81,3,1,10,5
21380000,ITEM_EU_W_LIGHT_12_AA_B_RARE,Angel Glove [RARE],111,1,83,3,1,10,5
22380000,ITEM_EU_W_LIGHT_12_AA_C_RARE,Angel Glove [RARE],111,1,85,3,1,10,5
23380000,ITEM_EU_W_LIGHT_01_FA_A_RARE,Savage Boots [RARE],1,1,41,3,1,10,6
24380000,ITEM_EU_W_LIGHT_01_FA_B_RARE,Savage Boots [RARE],1,1,43,3,1,10,6
25380000,ITEM_EU_W_LIGHT_01_FA_C_RARE,Savage Boots [RARE],1,1,45,3,1,10,6
26380000,ITEM_EU_W_LIGHT_02_FA_A_RARE,Light Boots [RARE],10,1,44,3,1,10,6
27380000,ITEM_EU_W_LIGHT_02_FA_B_RARE,Light Boots [RARE],10,1,46,3,1,10,6
28380000,ITEM_EU_W_LIGHT_02_FA_C_RARE,Light Boots [RARE],10,1,48,3,1,10,6
29380000,ITEM_EU_W_LIGHT_03_FA_A_RARE,Iron Boots [RARE],18,1,47,3,1,10,6
2A380000,ITEM_EU_W_LIGHT_03_FA_B_RARE,Iron Boots [RARE],18,1,49,3,1,10,6
2B380000,ITEM_EU_W_LIGHT_03_FA_C_RARE,Iron Boots [RARE],18,1,51,3,1,10,6
2C380000,ITEM_EU_W_LIGHT_04_FA_A_RARE,White Boots [RARE],26,1,50,3,1,10,6
2D380000,ITEM_EU_W_LIGHT_04_FA_B_RARE,White Boots [RARE],26,1,52,3,1,10,6
2E380000,ITEM_EU_W_LIGHT_04_FA_C_RARE,White Boots [RARE],26,1,54,3,1,10,6
2F380000,ITEM_EU_W_LIGHT_05_FA_A_RARE,Hard Steel Boots [RARE],34,1,53,3,1,10,6
30380000,ITEM_EU_W_LIGHT_05_FA_B_RARE,Hard Steel Boots [RARE],34,1,55,3,1,10,6
31380000,ITEM_EU_W_LIGHT_05_FA_C_RARE,Hard Steel Boots [RARE],34,1,57,3,1,10,6
32380000,ITEM_EU_W_LIGHT_06_FA_A_RARE,Crimson Boots [RARE],44,1,57,3,1,10,6
33380000,ITEM_EU_W_LIGHT_06_FA_B_RARE,Crimson Boots [RARE],44,1,59,3,1,10,6
34380000,ITEM_EU_W_LIGHT_06_FA_C_RARE,Crimson Boots [RARE],44,1,61,3,1,10,6
35380000,ITEM_EU_W_LIGHT_07_FA_A_RARE,Dizzy Boots [RARE],54,1,61,3,1,10,6
36380000,ITEM_EU_W_LIGHT_07_FA_B_RARE,Dizzy Boots [RARE],54,1,63,3,1,10,6
37380000,ITEM_EU_W_LIGHT_07_FA_C_RARE,Dizzy Boots [RARE],54,1,65,3,1,10,6
38380000,ITEM_EU_W_LIGHT_08_FA_A_RARE,Polar Boots [RARE],66,1,66,3,1,10,6
39380000,ITEM_EU_W_LIGHT_08_FA_B_RARE,Polar Boots [RARE],66,1,68,3,1,10,6
3A380000,ITEM_EU_W_LIGHT_08_FA_C_RARE,Polar Boots [RARE],66,1,70,3,1,10,6
3B380000,ITEM_EU_W_LIGHT_09_FA_A_RARE,Gale Boots [RARE],78,1,70,3,1,10,6
3C380000,ITEM_EU_W_LIGHT_09_FA_B_RARE,Gale Boots [RARE],78,1,72,3,1,10,6
3D380000,ITEM_EU_W_LIGHT_09_FA_C_RARE,Gale Boots [RARE],78,1,74,3,1,10,6
3E380000,ITEM_EU_W_LIGHT_10_FA_A_RARE,Valor Boots [RARE],91,1,75,3,1,10,6
3F380000,ITEM_EU_W_LIGHT_10_FA_B_RARE,Valor Boots [RARE],91,1,77,3,1,10,6
40380000,ITEM_EU_W_LIGHT_10_FA_C_RARE,Valor Boots [RARE],91,1,79,3,1,10,6
41380000,ITEM_EU_W_LIGHT_11_FA_A_RARE,Drako War God Boots [RARE],101,1,80,3,1,10,6
44380000,ITEM_EU_W_LIGHT_12_FA_A_RARE,Angel Boots [RARE],111,1,81,3,1,10,6
45380000,ITEM_EU_W_LIGHT_12_FA_B_RARE,Angel Boots [RARE],111,1,83,3,1,10,6
46380000,ITEM_EU_W_LIGHT_12_FA_C_RARE,Angel Boots [RARE],111,1,85,3,1,10,6
47380000,ITEM_EU_W_CLOTHES_01_HA_A_RARE,Cotton Hat [RARE],1,1,34,3,1,9,1
48380000,ITEM_EU_W_CLOTHES_01_HA_B_RARE,Cotton Hat [RARE],1,1,36,3,1,9,1
49380000,ITEM_EU_W_CLOTHES_01_HA_C_RARE,Cotton Hat [RARE],1,1,37,3,1,9,1
4A380000,ITEM_EU_W_CLOTHES_02_HA_A_RARE,Fabric Hat [RARE],11,1,37,3,1,9,1
4B380000,ITEM_EU_W_CLOTHES_02_HA_B_RARE,Fabric Hat [RARE],11,1,39,3,1,9,1
4C380000,ITEM_EU_W_CLOTHES_02_HA_C_RARE,Fabric Hat [RARE],11,1,40,3,1,9,1
4D380000,ITEM_EU_W_CLOTHES_03_HA_A_RARE,Magic Hat [RARE],19,1,40,3,1,9,1
4E380000,ITEM_EU_W_CLOTHES_03_HA_B_RARE,Magic Hat [RARE],19,1,41,3,1,9,1
4F380000,ITEM_EU_W_CLOTHES_03_HA_C_RARE,Magic Hat [RARE],19,1,43,3,1,9,1
50380000,ITEM_EU_W_CLOTHES_04_HA_A_RARE,Runic Hat [RARE],27,1,42,3,1,9,1
51380000,ITEM_EU_W_CLOTHES_04_HA_B_RARE,Runic Hat [RARE],27,1,44,3,1,9,1
52380000,ITEM_EU_W_CLOTHES_04_HA_C_RARE,Runic Hat [RARE],27,1,45,3,1,9,1
53380000,ITEM_EU_W_CLOTHES_05_HA_A_RARE,Protect Cap [RARE],35,1,45,3,1,9,1
54380000,ITEM_EU_W_CLOTHES_05_HA_B_RARE,Protect Cap [RARE],35,1,46,3,1,9,1
55380000,ITEM_EU_W_CLOTHES_05_HA_C_RARE,Protect Cap [RARE],35,1,48,3,1,9,1
56380000,ITEM_EU_W_CLOTHES_06_HA_A_RARE,Scarlet Cap [RARE],45,1,48,3,1,9,1
57380000,ITEM_EU_W_CLOTHES_06_HA_B_RARE,Scarlet Cap [RARE],45,1,50,3,1,9,1
58380000,ITEM_EU_W_CLOTHES_06_HA_C_RARE,Scarlet Cap [RARE],45,1,51,3,1,9,1
59380000,ITEM_EU_W_CLOTHES_07_HA_A_RARE,Blessing Cap [RARE],55,1,51,3,1,9,1
5A380000,ITEM_EU_W_CLOTHES_07_HA_B_RARE,Blessing Cap [RARE],55,1,53,3,1,9,1
5B380000,ITEM_EU_W_CLOTHES_07_HA_C_RARE,Blessing Cap [RARE],55,1,54,3,1,9,1
5C380000,ITEM_EU_W_CLOTHES_08_HA_A_RARE,Runa Cap [RARE],67,1,55,3,1,9,1
5D380000,ITEM_EU_W_CLOTHES_08_HA_B_RARE,Runa Cap [RARE],67,1,57,3,1,9,1
5E380000,ITEM_EU_W_CLOTHES_08_HA_C_RARE,Runa Cap [RARE],67,1,58,3,1,9,1
5F380000,ITEM_EU_W_CLOTHES_09_HA_A_RARE,Blaze Magichat [RARE],79,1,59,3,1,9,1
60380000,ITEM_EU_W_CLOTHES_09_HA_B_RARE,Blaze Magichat [RARE],79,1,61,3,1,9,1
61380000,ITEM_EU_W_CLOTHES_09_HA_C_RARE,Blaze Magichat [RARE],79,1,62,3,1,9,1
62380000,ITEM_EU_W_CLOTHES_10_HA_A_RARE,Divine Magichat [RARE],91,1,63,3,1,9,1
63380000,ITEM_EU_W_CLOTHES_10_HA_B_RARE,Divine Magichat [RARE],91,1,64,3,1,9,1
64380000,ITEM_EU_W_CLOTHES_10_HA_C_RARE,Divine Magichat [RARE],91,1,66,3,1,9,1
65380000,ITEM_EU_W_CLOTHES_11_HA_A_RARE,Drako War God Hat [RARE],101,1,66,3,1,9,1
68380000,ITEM_EU_W_CLOTHES_12_HA_A_RARE,Devotion Magichat [RARE],111,1,68,3,1,9,1
69380000,ITEM_EU_W_CLOTHES_12_HA_B_RARE,Devotion Magichat [RARE],111,1,69,3,1,9,1
6A380000,ITEM_EU_W_CLOTHES_12_HA_C_RARE,Devotion Magichat [RARE],111,1,71,3,1,9,1
6B380000,ITEM_EU_W_CLOTHES_01_CA_A_RARE,Cotton Diadem [RARE],1,1,34,3,1,9,1
6C380000,ITEM_EU_W_CLOTHES_01_CA_B_RARE,Cotton Diadem [RARE],1,1,36,3,1,9,1
6D380000,ITEM_EU_W_CLOTHES_01_CA_C_RARE,Cotton Diadem [RARE],1,1,37,3,1,9,1
6E380000,ITEM_EU_W_CLOTHES_02_CA_A_RARE,Fabric Diadem [RARE],11,1,37,3,1,9,1
6F380000,ITEM_EU_W_CLOTHES_02_CA_B_RARE,Fabric Diadem [RARE],11,1,39,3,1,9,1
70380000,ITEM_EU_W_CLOTHES_02_CA_C_RARE,Fabric Diadem [RARE],11,1,40,3,1,9,1
71380000,ITEM_EU_W_CLOTHES_03_CA_A_RARE,Magic Diadem [RARE],19,1,40,3,1,9,1
72380000,ITEM_EU_W_CLOTHES_03_CA_B_RARE,Magic Diadem [RARE],19,1,41,3,1,9,1
73380000,ITEM_EU_W_CLOTHES_03_CA_C_RARE,Magic Diadem [RARE],19,1,43,3,1,9,1
74380000,ITEM_EU_W_CLOTHES_04_CA_A_RARE,Runic Diadem [RARE],27,1,42,3,1,9,1
75380000,ITEM_EU_W_CLOTHES_04_CA_B_RARE,Runic Diadem [RARE],27,1,44,3,1,9,1
76380000,ITEM_EU_W_CLOTHES_04_CA_C_RARE,Runic Diadem [RARE],27,1,45,3,1,9,1
77380000,ITEM_EU_W_CLOTHES_05_CA_A_RARE,Protect Diadem [RARE],35,1,45,3,1,9,1
78380000,ITEM_EU_W_CLOTHES_05_CA_B_RARE,Protect Diadem [RARE],35,1,46,3,1,9,1
79380000,ITEM_EU_W_CLOTHES_05_CA_C_RARE,Protect Diadem [RARE],35,1,48,3,1,9,1
7A380000,ITEM_EU_W_CLOTHES_06_CA_A_RARE,Scarlet Diadem [RARE],45,1,48,3,1,9,1
7B380000,ITEM_EU_W_CLOTHES_06_CA_B_RARE,Scarlet Diadem [RARE],45,1,50,3,1,9,1
7C380000,ITEM_EU_W_CLOTHES_06_CA_C_RARE,Scarlet Diadem [RARE],45,1,51,3,1,9,1
7D380000,ITEM_EU_W_CLOTHES_07_CA_A_RARE,Blessing Diadem [RARE],55,1,51,3,1,9,1
7E380000,ITEM_EU_W_CLOTHES_07_CA_B_RARE,Blessing Diadem [RARE],55,1,53,3,1,9,1
7F380000,ITEM_EU_W_CLOTHES_07_CA_C_RARE,Blessing Diadem [RARE],55,1,54,3,1,9,1
80380000,ITEM_EU_W_CLOTHES_08_CA_A_RARE,Runa Diadem [RARE],67,1,55,3,1,9,1
81380000,ITEM_EU_W_CLOTHES_08_CA_B_RARE,Runa Diadem [RARE],67,1,57,3,1,9,1
82380000,ITEM_EU_W_CLOTHES_08_CA_C_RARE,Runa Diadem [RARE],67,1,58,3,1,9,1
83380000,ITEM_EU_W_CLOTHES_09_CA_A_RARE,Blaze Diadem [RARE],79,1,59,3,1,9,1
84380000,ITEM_EU_W_CLOTHES_09_CA_B_RARE,Blaze Diadem [RARE],79,1,61,3,1,9,1
85380000,ITEM_EU_W_CLOTHES_09_CA_C_RARE,Blaze Diadem [RARE],79,1,62,3,1,9,1
86380000,ITEM_EU_W_CLOTHES_10_CA_A_RARE,Divine Diadem [RARE],91,1,63,3,1,9,1
87380000,ITEM_EU_W_CLOTHES_10_CA_B_RARE,Divine Diadem [RARE],91,1,64,3,1,9,1
88380000,ITEM_EU_W_CLOTHES_10_CA_C_RARE,Divine Diadem [RARE],91,1,66,3,1,9,1
8C380000,ITEM_EU_W_CLOTHES_12_CA_A_RARE,Devotion Diadem [RARE],111,1,69,3,1,9,1
8D380000,ITEM_EU_W_CLOTHES_12_CA_B_RARE,Devotion Diadem [RARE],111,1,71,3,1,9,1
8E380000,ITEM_EU_W_CLOTHES_12_CA_C_RARE,Devotion Diadem [RARE],111,1,73,3,1,9,1
8F380000,ITEM_EU_W_CLOTHES_01_SA_A_RARE,Cotton Himation [RARE],1,1,34,3,1,9,2
90380000,ITEM_EU_W_CLOTHES_01_SA_B_RARE,Cotton Himation [RARE],1,1,36,3,1,9,2
91380000,ITEM_EU_W_CLOTHES_01_SA_C_RARE,Cotton Himation [RARE],1,1,37,3,1,9,2
92380000,ITEM_EU_W_CLOTHES_02_SA_A_RARE,Fabric Himation [RARE],9,1,37,3,1,9,2
93380000,ITEM_EU_W_CLOTHES_02_SA_B_RARE,Fabric Himation [RARE],9,1,38,3,1,9,2
94380000,ITEM_EU_W_CLOTHES_02_SA_C_RARE,Fabric Himation [RARE],9,1,40,3,1,9,2
95380000,ITEM_EU_W_CLOTHES_03_SA_A_RARE,Magic Himation [RARE],17,1,39,3,1,9,2
96380000,ITEM_EU_W_CLOTHES_03_SA_B_RARE,Magic Himation [RARE],17,1,41,3,1,9,2
97380000,ITEM_EU_W_CLOTHES_03_SA_C_RARE,Magic Himation [RARE],17,1,42,3,1,9,2
98380000,ITEM_EU_W_CLOTHES_04_SA_A_RARE,Runic Himation [RARE],25,1,42,3,1,9,2
99380000,ITEM_EU_W_CLOTHES_04_SA_B_RARE,Runic Himation [RARE],25,1,43,3,1,9,2
9A380000,ITEM_EU_W_CLOTHES_04_SA_C_RARE,Runic Himation [RARE],25,1,45,3,1,9,2
9B380000,ITEM_EU_W_CLOTHES_05_SA_A_RARE,Protect Himation [RARE],33,1,44,3,1,9,2
9C380000,ITEM_EU_W_CLOTHES_05_SA_B_RARE,Protect Himation [RARE],33,1,46,3,1,9,2
9D380000,ITEM_EU_W_CLOTHES_05_SA_C_RARE,Protect Himation [RARE],33,1,47,3,1,9,2
9E380000,ITEM_EU_W_CLOTHES_06_SA_A_RARE,Scarlet Himation [RARE],43,1,47,3,1,9,2
9F380000,ITEM_EU_W_CLOTHES_06_SA_B_RARE,Scarlet Himation [RARE],43,1,49,3,1,9,2
A0380000,ITEM_EU_W_CLOTHES_06_SA_C_RARE,Scarlet Himation [RARE],43,1,51,3,1,9,2
A1380000,ITEM_EU_W_CLOTHES_07_SA_A_RARE,Blessing Himation [RARE],53,1,51,3,1,9,2
